source_file,time,Unnamed: 0,AirFlow,ClgPct,DmprPos,DschAirTemp,EffAirflowSp,EffOcc,EffSp,HtgPct,OccClgSp,OccCmd,OccHtgSp,RmSp,RmTemp,SaTmp,StbyClgSp,StbyHtgSp,UnoccClgSp,UnoccHtgSp,RmCo2,AirflowSpRht,SuplFanCmd,SuplFanState,Cooling_Stg_Cmd,Heating_Stg_Cmd
JJ.csv,2025-01-27 16:00:00,6,858.8533333333334,0.0,100.0,76.72666666666667,1199.29,0.0,70.0,100.0,74.0,0.0,70.0,72.0,66.27666666666666,,67.0,69.0,85.0,55.0,0.0,,1.0,-1.0,,
EE.csv,2025-01-27 16:00:00,6,625.7766666666666,0.0,100.0,65.01666666666667,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,0.0,69.82,60.07666666666668,67.0,69.0,68.0,68.0,1.0,1108.17,,,,
KK.csv,2025-01-27 16:00:00,6,123.60333333333334,0.0,33.833333333333336,106.27,127.13,0.0,72.0,100.0,70.0,0.0,70.0,72.0,71.80666666666666,0.0,67.0,69.0,68.0,68.0,,,,,,
DD.csv,2025-01-27 16:00:00,6,940.0733333333332,0.0,100.0,103.51,1478.9800000000002,0.0,70.0,100.0,74.0,0.0,70.0,72.0,67.96333333333332,,84.0,69.0,85.0,68.0,0.0,,1.0,-1.0,,
QQ.csv,2025-01-27 16:00:00,6,448.4966666666666,0.0,97.33333333333331,63.086666666666666,449.2,0.0,68.0,0.0,74.0,0.0,70.0,0.0,71.1,0.0,67.0,69.0,85.0,68.0,,,,,,
HH.csv,2025-01-27 16:00:00,6,641.3133333333334,0.0,100.0,89.56,1765.03,0.0,70.0,100.0,74.0,0.0,70.0,72.0,69.20666666666666,,67.0,69.0,68.0,68.0,0.0,,1.0,-1.0,,
GG.csv,2025-01-27 16:00:00,6,524.07,0.0,100.0,83.31333333333333,997.99,0.0,70.0,100.0,74.0,0.0,70.0,72.0,67.98,,67.0,69.0,85.0,68.0,498.3333333333333,,1.0,-1.0,,
RR.csv,2025-01-27 16:00:00,6,64.27666666666666,0.0,15.5,63.193333333333335,63.57,0.0,70.0,0.0,74.0,0.0,70.0,72.0,71.32,0.0,67.0,69.0,68.0,68.0,,,,,,
SS.csv,2025-01-27 16:00:00,6,65.69,0.0,45.66666666666666,63.306666666666665,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,71.50333333333333,0.0,67.0,69.0,85.0,55.0,,,,,,
II.csv,2025-01-27 16:00:00,6,743.02,0.0,100.0,86.42666666666666,1493.8100000000002,0.0,70.0,100.0,74.0,0.0,70.0,72.0,69.06666666666668,,84.0,69.0,85.0,68.0,0.0,,1.0,-1.0,,
FF.csv,2025-01-27 16:00:00,6,933.0133333333332,0.0,100.0,94.88666666666666,1599.75,0.0,70.0,100.0,74.0,0.0,70.0,72.0,67.93333333333334,,67.0,69.0,78.0,68.0,0.0,,1.0,-1.0,,
OO.csv,2025-01-27 16:00:00,6,62.156666666666666,0.0,6.333333333333333,65.13666666666667,63.57,0.0,70.99,15.836666666666666,74.0,0.0,70.0,0.0,71.22,0.0,67.0,69.0,85.0,68.0,,,,,,
I.csv,2025-01-27 16:00:00,6,644.14,0.0,98.33333333333331,64.99333333333334,639.9,0.0,70.0,100.0,74.0,0.0,70.0,72.0,68.05,,67.0,69.0,68.0,68.0,0.0,,,,,
H.csv,2025-01-27 16:00:00,6,652.6166666666667,0.0,100.0,77.93666666666667,849.67,0.0,70.0,67.76,74.0,0.0,70.0,72.0,70.39333333333333,,67.0,69.0,85.0,68.0,,,,,,
J.csv,2025-01-27 16:00:00,6,643.4333333333333,0.0,13.833333333333334,61.60333333333333,642.02,0.0,70.0,100.0,74.0,0.0,70.0,72.0,66.68666666666667,,67.0,69.0,85.0,55.0,494.0,,,,,
UU.csv,2025-01-27 16:00:00,6,606.7066666666666,0.0,87.0,68.61,614.4766666666667,0.0,70.47,25.896666666666665,74.0,0.0,73.0,70.99666666666667,70.60000000000001,0.0,64.0,71.0,65.0,65.0,,,,,,
K.csv,2025-01-27 16:00:00,6,893.46,100.0,100.0,63.42,1875.21,0.0,66.99,0.0,74.0,0.0,70.0,0.0,69.32333333333334,60.07666666666668,67.0,69.0,85.0,55.0,498.3333333333333,,,,,
O.csv,2025-01-27 16:00:00,6,601.0566666666667,0.0,82.0,63.61333333333334,599.64,0.0,68.0,0.0,74.0,0.0,70.0,70.0,69.35666666666667,0.0,67.0,69.0,68.0,68.0,1.0,,,,,
X.csv,2025-01-27 16:00:00,6,63.57,0.0,22.5,63.02,63.57,0.0,68.0,0.0,74.0,0.0,70.0,70.0,68.89333333333333,0.0,67.0,69.0,68.0,68.0,,,,,,
TT.csv,2025-01-27 16:00:00,6,586.2233333333334,0.0,44.833333333333336,63.74666666666667,584.81,0.0,70.48,0.0,74.0,0.0,70.0,0.0,70.38666666666667,0.0,67.0,69.0,85.0,55.0,,,,,,
Y.csv,2025-01-27 16:00:00,6,139.14333333333332,0.0,47.0,67.90666666666667,139.85,0.0,70.0,26.83333333333333,74.0,0.0,70.0,0.0,70.12,0.0,84.0,69.0,85.0,68.0,520.6666666666666,,,,,
N.csv,2025-01-27 16:00:00,6,595.4066666666666,0.0,97.5,89.82666666666667,601.76,0.0,70.0,100.0,74.0,0.0,70.0,0.0,68.92333333333333,0.0,84.0,69.0,85.0,68.0,1.0,,,,,
NN.csv,2025-01-27 16:00:00,6,62.86333333333334,0.0,6.166666666666667,80.66000000000001,63.57,0.0,72.97,47.42,74.0,0.0,70.0,74.97,73.06666666666666,0.0,67.0,69.0,68.0,68.0,,,,,,
AA.csv,2025-01-27 16:00:00,6,690.0466666666666,0.0,71.66666666666667,89.91000000000001,694.9900000000001,0.0,70.0,78.49666666666667,74.0,0.0,70.0,72.0,70.39666666666666,,67.0,69.0,85.0,68.0,0.0,,1.0,-1.0,,
L.csv,2025-01-27 16:00:00,6,597.5233333333334,0.0,93.16666666666669,63.51333333333333,599.64,0.0,70.0,9.523333333333332,74.0,0.0,70.0,0.0,70.68,60.07666666666668,67.0,69.0,68.0,68.0,0.0,,,,,
Z.csv,2025-01-27 16:00:00,6,167.39,0.0,50.5,94.01333333333334,167.39,0.0,71.49,68.3,75.0,0.0,68.0,74.99,71.77333333333333,0.0,84.0,69.0,85.0,68.0,505.0,,,,,
M.csv,2025-01-27 16:00:00,6,512.0633333333334,0.0,100.0,97.9,599.64,0.0,70.0,71.39999999999999,74.0,0.0,70.0,0.0,70.54666666666667,60.07666666666668,67.0,69.0,78.0,62.0,1.0,,,,,
W.csv,2025-01-27 17:45:00,13,447.085,0.0,4.0,64.23,449.2,0.0,68.49,5.92,74.0,0.0,70.0,0.0,68.61,0.0,67.0,69.0,68.0,68.0,,,,,,
V.csv,2025-01-27 17:45:00,13,151.5,0.0,54.75,90.995,152.56,0.0,70.0,100.0,74.0,0.0,70.0,0.0,68.61,0.0,67.0,69.0,68.0,68.0,551.0,,,,,
A.csv,2025-01-27 17:45:00,13,472.51,0.0,7.25,94.81,480.99,0.0,70.0,100.0,74.0,0.0,70.0,72.0,68.525,,84.0,69.0,78.0,68.0,,,,,,
MM.csv,2025-01-27 17:45:00,13,450.26,0.0,50.5,64.59,449.2,0.0,70.0,0.0,74.0,0.0,70.0,72.0,71.205,0.0,67.0,69.0,85.0,68.0,,,,,,
C.csv,2025-01-27 17:45:00,13,611.2950000000001,0.0,58.75,94.685,608.12,0.0,70.0,100.0,74.0,0.0,70.0,72.0,69.92500000000001,,67.0,69.0,68.0,68.0,0.0,,,,,
BB.csv,2025-01-27 17:45:00,13,1134.665,0.0,89.25,95.325,1139.955,0.0,70.0,90.345,74.0,0.0,70.0,72.0,69.91499999999999,,84.0,69.0,85.0,68.0,0.0,1199.29,1.0,-1.0,,
T.csv,2025-01-27 17:45:00,13,713.0,0.0,86.5,63.94,720.42,0.0,70.0,100.0,74.0,0.0,70.0,0.0,67.78,0.0,67.0,69.0,68.0,68.0,,,,,,
U.csv,2025-01-27 17:45:00,13,151.5,0.0,4.25,63.5,152.56,0.0,68.0,0.0,74.0,0.0,70.0,0.0,69.485,0.0,67.0,69.0,68.0,68.0,658.0,,,,,
B.csv,2025-01-27 17:45:00,13,892.05,0.0,98.25,64.885,900.52,0.0,70.0,100.0,73.99,0.0,70.0,72.0,68.44,,66.97,68.99,68.0,68.0,511.0,,,,,
LL.csv,2025-01-27 17:45:00,13,122.9,92.04,42.5,64.47,122.895,0.0,70.0,0.0,70.0,0.0,70.0,70.0,70.25,0.0,67.0,69.0,75.0,55.0,,,,,,
Q.csv,2025-01-27 17:45:00,13,772.3299999999999,0.0,70.0,64.77000000000001,775.51,0.0,66.99,0.0,74.0,0.0,70.0,0.0,69.25,0.0,84.0,69.0,85.0,68.0,592.0,,,,,
CC.csv,2025-01-27 17:45:00,13,1072.1550000000002,0.0,89.0,98.405,1066.855,0.0,70.0,82.4,74.0,0.0,70.0,72.0,69.955,,67.0,69.0,68.0,68.0,0.0,1199.29,1.0,-1.0,,
F.csv,2025-01-27 17:45:00,13,373.985,0.0,10.25,70.485,375.04,0.0,70.0,24.54,74.0,0.0,70.0,72.0,70.12,,67.0,69.0,78.0,62.0,,,,,,
G.csv,2025-01-27 17:45:00,13,107.005,0.0,93.0,65.225,122.9,0.0,70.0,0.0,74.0,0.0,70.0,72.0,70.82,,67.0,69.0,68.0,68.0,,,,,,
P.csv,2025-01-27 17:45:00,13,554.0899999999999,0.0,39.0,89.22,538.2,0.0,82.99,100.0,74.0,0.0,70.0,0.0,74.485,0.0,67.0,69.0,85.0,68.0,,,,,,
R.csv,2025-01-27 17:45:00,13,647.3199999999999,0.0,44.5,97.675,650.5,0.0,77.99,100.0,74.0,0.0,70.0,0.0,69.56,0.0,67.0,69.0,85.0,68.0,910.0,,,,,
E.csv,2025-01-27 17:45:00,13,355.97,0.0,96.0,70.055,360.21,0.0,70.0,25.245,74.0,0.0,70.0,72.0,70.185,,67.0,69.0,68.0,68.0,528.0,,,,,
D.csv,2025-01-27 17:45:00,13,829.54,0.0,99.25,84.94999999999999,832.72,0.0,70.0,77.49000000000001,74.0,0.0,70.0,72.0,70.105,,67.0,69.0,68.0,68.0,624.5,,,,,
S.csv,2025-01-27 17:45:00,13,402.585,0.0,48.0,64.96000000000001,400.47,0.0,70.0,0.0,74.0,0.0,70.0,0.0,69.51,0.0,67.0,69.0,85.0,68.0,,,,,,
PP.csv,2025-01-27 17:45:00,13,63.57,0.0,13.5,106.715,63.57,0.0,73.99,79.50999999999999,74.0,0.0,70.0,0.0,73.88499999999999,0.0,67.0,69.0,85.0,55.0,,,,,,
JJ.csv,2025-01-27 17:45:00,13,848.6099999999999,0.0,100.0,78.53,1199.29,0.0,70.0,100.0,74.0,0.0,70.0,72.0,67.155,,67.0,69.0,85.0,55.0,0.0,,1.0,-1.0,,
EE.csv,2025-01-27 17:45:00,13,622.95,0.0,100.0,66.44,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,0.0,69.55,62.035,67.0,69.0,68.0,68.0,1.0,1108.17,,,,
KK.csv,2025-01-27 17:45:00,13,125.01,23.24,34.25,104.79,125.01,0.0,72.0,82.86500000000001,70.0,0.0,70.0,72.0,72.445,0.0,67.0,69.0,68.0,68.0,,,,,,
DD.csv,2025-01-27 17:45:00,13,941.84,0.0,100.0,105.63,1478.98,0.0,70.0,100.0,74.0,0.0,70.0,72.0,69.71000000000001,,84.0,69.0,85.0,68.0,0.0,,1.0,-1.0,,
QQ.csv,2025-01-27 17:45:00,13,450.26,0.0,97.0,64.715,449.2,0.0,68.0,0.0,74.0,0.0,70.0,0.0,71.33000000000001,0.0,67.0,69.0,85.0,68.0,,,,,,
HH.csv,2025-01-27 17:45:00,13,633.5450000000001,0.0,100.0,86.575,1647.43,0.0,70.0,90.07,74.0,0.0,70.0,72.0,70.27000000000001,,67.0,69.0,68.0,68.0,0.0,,1.0,-1.0,,
GG.csv,2025-01-27 17:45:00,13,473.57,0.0,100.0,85.13499999999999,997.99,0.0,70.0,100.0,74.0,0.0,70.0,72.0,69.225,,67.0,69.0,85.0,68.0,505.0,,1.0,-1.0,,
RR.csv,2025-01-27 17:45:00,13,63.57,0.0,15.0,64.78999999999999,63.57,0.0,70.0,0.0,74.0,0.0,70.0,72.0,70.83,0.0,67.0,69.0,68.0,68.0,,,,,,
SS.csv,2025-01-27 17:45:00,13,66.745,0.0,46.0,64.86,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,70.965,0.0,67.0,69.0,85.0,55.0,,,,,,
II.csv,2025-01-27 17:45:00,13,733.135,0.0,100.0,88.35,1452.495,0.0,70.0,96.095,74.0,0.0,70.0,72.0,70.16499999999999,,84.0,69.0,85.0,68.0,0.0,,1.0,-1.0,,
FF.csv,2025-01-27 17:45:00,13,883.57,0.0,100.0,114.355,1599.75,0.0,70.0,100.0,74.0,0.0,70.0,72.0,69.225,,67.0,69.0,78.0,68.0,0.0,,1.0,-1.0,,
OO.csv,2025-01-27 17:45:00,13,62.510000000000005,0.0,5.75,66.75999999999999,63.57,0.0,70.99,16.759999999999998,74.0,0.0,70.0,0.0,70.96000000000001,0.0,67.0,69.0,85.0,68.0,,,,,,
I.csv,2025-01-27 17:45:00,13,637.78,0.0,97.5,66.415,639.9,0.0,70.0,100.0,74.0,0.0,70.0,72.0,68.6,,67.0,69.0,68.0,68.0,0.0,,,,,
H.csv,2025-01-27 17:45:00,13,644.14,0.0,100.0,66.44,849.67,0.0,70.0,20.105,74.0,0.0,70.0,72.0,70.915,,67.0,69.0,85.0,68.0,,,,,,
J.csv,2025-01-27 17:45:00,13,643.0799999999999,0.0,14.25,63.6,642.02,0.0,70.0,100.0,74.0,0.0,70.0,72.0,67.25,,67.0,69.0,85.0,55.0,513.0,,,,,
UU.csv,2025-01-27 17:45:00,13,609.1800000000001,0.0,87.0,69.845,611.3,0.0,70.47,25.4,74.0,0.0,73.0,70.995,70.50999999999999,0.0,64.0,71.0,65.0,65.0,,,,,,
K.csv,2025-01-27 17:45:00,13,867.6800000000001,100.0,100.0,65.2,1875.21,0.0,66.99,0.0,74.0,0.0,70.0,0.0,70.375,62.055,67.0,69.0,85.0,55.0,506.0,,,,,
O.csv,2025-01-27 17:45:00,13,597.525,0.0,82.5,65.16499999999999,599.64,0.0,68.0,0.0,74.0,0.0,70.0,70.0,70.0,0.0,67.0,69.0,68.0,68.0,1.0,,,,,
X.csv,2025-01-27 17:45:00,13,62.510000000000005,0.0,23.75,64.6,63.57,0.0,68.0,0.0,74.0,0.0,70.0,70.0,69.745,0.0,67.0,69.0,68.0,68.0,,,,,,
TT.csv,2025-01-27 17:45:00,13,597.525,1.775,45.5,65.19999999999999,594.345,0.0,70.48,0.0,74.0,0.0,70.0,0.0,70.53,0.0,67.0,69.0,85.0,55.0,,,,,,
Y.csv,2025-01-27 17:45:00,13,136.67000000000002,0.0,46.25,67.99000000000001,139.85,0.0,70.0,21.61,74.0,0.0,70.0,0.0,70.09,0.0,84.0,69.0,85.0,68.0,515.0,,,,,
N.csv,2025-01-27 17:45:00,13,606.0,0.0,98.0,91.435,601.76,0.0,70.0,100.0,74.0,0.0,70.0,0.0,69.815,0.0,84.0,69.0,85.0,68.0,1.0,,,,,
NN.csv,2025-01-27 17:45:00,13,62.510000000000005,0.0,6.5,80.725,63.57,0.0,72.97,45.48,74.0,0.0,70.0,74.985,72.99,0.0,67.0,69.0,68.0,68.0,,,,,,
AA.csv,2025-01-27 17:45:00,13,600.7,0.0,64.25,82.14,597.525,0.0,70.0,58.18,74.0,0.0,70.0,72.0,70.34,,67.0,69.0,85.0,68.0,0.0,,1.0,-1.0,,
L.csv,2025-01-27 17:45:00,13,603.88,0.0,93.0,65.02000000000001,599.64,0.0,70.0,0.0,74.0,0.0,70.0,0.0,70.96000000000001,62.035,67.0,69.0,68.0,68.0,0.0,,,,,
Z.csv,2025-01-27 17:45:00,13,166.32999999999998,0.0,49.5,88.315,167.39,0.0,71.49,55.63,75.0,0.0,68.0,74.985,71.67,0.0,84.0,69.0,85.0,68.0,503.0,,,,,
M.csv,2025-01-27 17:45:00,13,529.72,0.0,100.0,71.77,599.64,0.0,70.0,28.24,74.0,0.0,70.0,0.0,70.83,62.035,67.0,69.0,78.0,62.0,1.0,,,,,
W.csv,2025-01-27 17:15:00,11,444.25666666666666,0.0,3.5,63.60666666666666,449.2,0.0,68.49,5.976666666666667,74.0,0.0,70.0,0.0,68.75666666666666,0.0,67.0,69.0,68.0,68.0,,,,,,
V.csv,2025-01-27 17:15:00,11,151.14666666666668,0.0,54.16666666666666,90.28333333333336,152.56,0.0,70.0,100.0,74.0,0.0,70.0,0.0,68.59,0.0,67.0,69.0,68.0,68.0,534.3333333333334,,,,,
A.csv,2025-01-27 17:15:00,11,488.0466666666666,0.0,7.0,94.21333333333332,480.99,0.0,70.0,100.0,74.0,0.0,70.0,72.0,68.81333333333333,,84.0,69.0,78.0,68.0,,,,,,
MM.csv,2025-01-27 17:15:00,11,449.9066666666667,0.0,50.16666666666666,64.03333333333333,449.2,0.0,70.0,0.0,74.0,0.0,70.0,72.0,71.22666666666667,0.0,67.0,69.0,85.0,68.0,,,,,,
C.csv,2025-01-27 17:15:00,11,610.2366666666667,0.0,57.833333333333336,94.10666666666668,608.12,0.0,70.0,100.0,74.0,0.0,70.0,72.0,69.67,,67.0,69.0,68.0,68.0,0.0,,,,,
BB.csv,2025-01-27 17:15:00,11,1120.18,0.0,86.83333333333333,93.98666666666666,1117.3533333333337,0.0,70.0,88.51666666666667,74.0,0.0,70.0,72.0,70.20666666666666,,84.0,69.0,85.0,68.0,0.0,1199.29,1.0,-1.0,,
T.csv,2025-01-27 17:15:00,11,717.5933333333332,0.0,85.83333333333333,63.28333333333333,720.42,0.0,70.0,100.0,74.0,0.0,70.0,0.0,67.62,0.0,67.0,69.0,68.0,68.0,,,,,,
U.csv,2025-01-27 17:15:00,11,151.85333333333332,0.0,5.166666666666667,62.86666666666667,152.56,0.0,68.0,0.0,74.0,0.0,70.0,0.0,69.48333333333333,0.0,67.0,69.0,68.0,68.0,672.0,,,,,
B.csv,2025-01-27 17:15:00,11,895.5799999999999,0.0,97.66666666666669,64.38333333333334,900.52,0.0,70.0,100.0,73.99,0.0,70.0,72.0,68.06333333333333,,66.97,68.99,68.0,68.0,507.6666666666667,,,,,
LL.csv,2025-01-27 17:15:00,11,123.60333333333334,92.09333333333332,42.0,63.89333333333334,122.90000000000002,0.0,70.0,0.0,70.0,0.0,70.0,70.0,70.39,0.0,67.0,69.0,75.0,55.0,,,,,,
Q.csv,2025-01-27 17:15:00,11,770.5666666666666,0.0,69.83333333333333,64.17333333333333,775.5099999999999,0.0,66.99,0.0,74.0,0.0,70.0,0.0,68.71,0.0,84.0,69.0,85.0,68.0,522.3333333333334,,,,,
CC.csv,2025-01-27 17:15:00,11,1045.3166666666666,0.0,84.83333333333333,94.05333333333331,1050.9666666666667,0.0,70.0,79.08,74.0,0.0,70.0,72.0,70.18,,67.0,69.0,68.0,68.0,0.0,1199.29,1.0,-1.0,,
F.csv,2025-01-27 17:15:00,11,377.8666666666666,0.0,11.5,70.57333333333334,375.04,0.0,70.0,26.28333333333333,74.0,0.0,70.0,72.0,70.12,,67.0,69.0,78.0,62.0,,,,,,
G.csv,2025-01-27 17:15:00,11,127.84,0.0,91.33333333333331,64.77333333333333,122.90000000000002,0.0,70.0,0.0,74.0,0.0,70.0,72.0,70.79,,67.0,69.0,68.0,68.0,,,,,,
P.csv,2025-01-27 17:15:00,11,544.5533333333333,0.0,39.0,88.56,538.2,0.0,82.99,100.0,74.0,0.0,70.0,0.0,72.45666666666666,0.0,67.0,69.0,85.0,68.0,,,,,,
R.csv,2025-01-27 17:15:00,11,656.1466666666666,0.0,44.333333333333336,96.89666666666666,650.5,0.0,77.99,100.0,74.0,0.0,70.0,0.0,69.38,0.0,67.0,69.0,85.0,68.0,758.3333333333334,,,,,
E.csv,2025-01-27 17:15:00,11,357.3833333333334,0.0,97.16666666666669,71.32,360.21,0.0,70.0,31.596666666666664,74.0,0.0,70.0,72.0,69.84666666666666,,67.0,69.0,68.0,68.0,489.0,,,,,
D.csv,2025-01-27 17:15:00,11,827.07,0.0,98.83333333333331,84.38666666666667,832.7199999999999,0.0,70.0,78.69,74.0,0.0,70.0,72.0,70.12,,67.0,69.0,68.0,68.0,531.0,,,,,
S.csv,2025-01-27 17:15:00,11,404.70666666666665,0.0,47.66666666666666,64.45333333333333,400.47,0.0,70.0,0.0,74.0,0.0,70.0,0.0,69.42,0.0,67.0,69.0,85.0,68.0,,,,,,
PP.csv,2025-01-27 17:15:00,11,65.68666666666667,0.0,12.666666666666666,107.66666666666669,63.57,0.0,73.99,83.52999999999999,74.0,0.0,70.0,0.0,73.38,0.0,67.0,69.0,85.0,55.0,,,,,,
JJ.csv,2025-01-27 17:15:00,11,848.9633333333333,0.0,100.0,78.02666666666666,1199.29,0.0,70.0,100.0,74.0,0.0,70.0,72.0,66.90333333333332,,67.0,69.0,85.0,55.0,0.0,,1.0,-1.0,,
EE.csv,2025-01-27 17:15:00,11,633.5466666666666,0.0,100.0,66.02666666666666,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,0.0,69.79,61.45666666666667,67.0,69.0,68.0,68.0,1.0,1108.17,,,,
KK.csv,2025-01-27 17:15:00,11,126.42333333333332,7.486666666666667,33.333333333333336,106.49,125.01,0.0,72.0,93.56,70.0,0.0,70.0,72.0,72.06333333333333,0.0,67.0,69.0,68.0,68.0,,,,,,
DD.csv,2025-01-27 17:15:00,11,943.6066666666666,0.0,100.0,104.83333333333331,1478.9800000000002,0.0,70.0,100.0,74.0,0.0,70.0,72.0,69.71,,84.0,69.0,85.0,68.0,0.0,,1.0,-1.0,,
QQ.csv,2025-01-27 17:15:00,11,444.25666666666666,0.0,96.5,64.16000000000001,449.2,0.0,68.0,0.0,74.0,0.0,70.0,0.0,71.24,0.0,67.0,69.0,85.0,68.0,,,,,,
HH.csv,2025-01-27 17:15:00,11,640.61,0.0,100.0,89.35000000000001,1701.46,0.0,70.0,94.49,74.0,0.0,70.0,72.0,70.18666666666667,,67.0,69.0,68.0,68.0,0.0,,1.0,-1.0,,
GG.csv,2025-01-27 17:15:00,11,476.7466666666666,0.0,100.0,84.56,997.99,0.0,70.0,100.0,74.0,0.0,70.0,72.0,68.90333333333332,,67.0,69.0,85.0,68.0,504.3333333333333,,1.0,-1.0,,
RR.csv,2025-01-27 17:15:00,11,64.27666666666666,0.0,15.166666666666666,64.27,63.57,0.0,70.0,0.0,74.0,0.0,70.0,72.0,70.92,0.0,67.0,69.0,68.0,68.0,,,,,,
SS.csv,2025-01-27 17:15:00,11,65.69,0.0,45.333333333333336,64.39333333333333,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,71.21,0.0,67.0,69.0,85.0,55.0,,,,,,
II.csv,2025-01-27 17:15:00,11,726.07,0.0,100.0,87.91333333333334,1486.746666666667,0.0,70.0,99.30333333333331,74.0,0.0,70.0,72.0,70.00999999999999,,84.0,69.0,85.0,68.0,0.0,,1.0,-1.0,,
FF.csv,2025-01-27 17:15:00,11,901.2266666666668,0.0,100.0,109.65666666666668,1599.75,0.0,70.0,100.0,74.0,0.0,70.0,72.0,68.91,,67.0,69.0,78.0,68.0,0.0,,1.0,-1.0,,
OO.csv,2025-01-27 17:15:00,11,64.27666666666666,0.0,4.833333333333333,65.60666666666667,63.57,0.0,70.99,15.306666666666668,74.0,0.0,70.0,0.0,71.02666666666667,0.0,67.0,69.0,85.0,68.0,,,,,,
I.csv,2025-01-27 17:15:00,11,637.0766666666667,0.0,97.0,65.99,639.9,0.0,70.0,100.0,74.0,0.0,70.0,72.0,68.47,,67.0,69.0,68.0,68.0,0.0,,,,,
H.csv,2025-01-27 17:15:00,11,655.44,0.0,100.0,67.71333333333332,849.67,0.0,70.0,33.733333333333334,74.0,0.0,70.0,72.0,70.82333333333334,,67.0,69.0,85.0,68.0,,,,,,
J.csv,2025-01-27 17:15:00,11,646.9633333333333,0.0,14.0,62.99,642.02,0.0,70.0,100.0,74.0,0.0,70.0,72.0,67.10666666666667,,67.0,69.0,85.0,55.0,496.0,,,,,
UU.csv,2025-01-27 17:15:00,11,611.6533333333333,0.0,86.83333333333333,69.43333333333334,612.36,0.0,70.47,25.596666666666664,74.0,0.0,73.0,70.99333333333333,70.52,0.0,64.0,71.0,65.0,65.0,,,,,,
K.csv,2025-01-27 17:15:00,11,872.9833333333332,100.0,100.0,64.72666666666667,1875.21,0.0,66.99,0.0,74.0,0.0,70.0,0.0,70.08666666666666,61.46666666666667,67.0,69.0,85.0,55.0,503.0,,,,,
O.csv,2025-01-27 17:15:00,11,597.5233333333333,0.0,82.16666666666667,64.66000000000001,599.64,0.0,68.0,0.0,74.0,0.0,70.0,70.0,69.64,0.0,67.0,69.0,68.0,68.0,1.0,,,,,
X.csv,2025-01-27 17:15:00,11,64.27666666666666,0.0,21.33333333333333,64.03333333333333,63.57,0.0,68.0,0.0,74.0,0.0,70.0,70.0,69.59666666666666,0.0,67.0,69.0,68.0,68.0,,,,,,
TT.csv,2025-01-27 17:15:00,11,593.2866666666666,1.09,45.0,64.72333333333334,592.5799999999999,0.0,70.48,0.0,74.0,0.0,70.0,0.0,70.51,0.0,67.0,69.0,85.0,55.0,,,,,,
Y.csv,2025-01-27 17:15:00,11,139.85,0.0,46.333333333333336,67.68666666666667,139.85,0.0,70.0,22.723333333333333,74.0,0.0,70.0,0.0,70.11,0.0,84.0,69.0,85.0,68.0,518.0,,,,,
N.csv,2025-01-27 17:15:00,11,604.59,0.0,97.66666666666669,91.03333333333336,601.76,0.0,70.0,100.0,74.0,0.0,70.0,0.0,69.41333333333334,0.0,84.0,69.0,85.0,68.0,1.0,,,,,
NN.csv,2025-01-27 17:15:00,11,64.98333333333333,0.0,3.333333333333333,80.52,63.57,0.0,72.97,45.86333333333334,74.0,0.0,70.0,74.99,73.02,0.0,67.0,69.0,68.0,68.0,,,,,,
AA.csv,2025-01-27 17:15:00,11,613.0633333333334,0.0,63.833333333333336,83.32666666666667,615.8866666666667,0.0,70.0,62.07333333333333,74.0,0.0,70.0,72.0,70.38333333333333,,67.0,69.0,85.0,68.0,0.0,,1.0,-1.0,,
L.csv,2025-01-27 17:15:00,11,607.4133333333333,0.0,92.16666666666669,64.56,599.64,0.0,70.0,0.0,74.0,0.0,70.0,0.0,70.95,61.45666666666667,67.0,69.0,68.0,68.0,0.0,,,,,
Z.csv,2025-01-27 17:15:00,11,168.09666666666666,0.0,49.66666666666666,88.35666666666667,167.39,0.0,71.49,57.25666666666667,75.0,0.0,68.0,74.98,71.76666666666667,0.0,84.0,69.0,85.0,68.0,504.6666666666667,,,,,
M.csv,2025-01-27 17:15:00,11,517.7133333333333,0.0,100.0,77.79333333333334,599.64,0.0,70.0,40.056666666666665,74.0,0.0,70.0,0.0,70.81,61.45666666666667,67.0,69.0,78.0,62.0,1.0,,,,,
W.csv,2025-01-27 16:30:00,8,456.26666666666665,0.0,4.0,63.02666666666666,449.2,0.0,68.49,11.783333333333331,74.0,0.0,70.0,0.0,68.74666666666667,0.0,67.0,69.0,68.0,68.0,,,,,,
V.csv,2025-01-27 16:30:00,8,152.56,0.0,54.16666666666666,89.70666666666666,152.56,0.0,70.0,100.0,74.0,0.0,70.0,0.0,68.45,0.0,67.0,69.0,68.0,68.0,526.0,,,,,
A.csv,2025-01-27 16:30:00,8,489.46,0.0,6.333333333333333,93.72666666666667,480.99,0.0,70.0,100.0,74.0,0.0,70.0,72.0,69.02333333333333,,84.0,69.0,78.0,68.0,,,,,,
