time,AirFlow,Air_Flow_Diff,AirflowSpRht,ClgPct,DmprPos,DschAirTemp,EffAirflowSp,EffOcc,EffSp,HtgPct,OccClgSp,OccCmd,OccHtgSp,RmCo2,RmSp,RmTemp,Room_Temperature_Diff,SaTmp,StbyClgSp,StbyHtgSp,UnoccClgSp,UnoccHtgSp,VAV_Temperature_Diff,oppMode
2025-02-07 02:45:00,679.4533333333333,-440.72,,0.0,100.0,64.82333333333334,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.30666666666667,,,67.0,69.0,68.0,68.0,4.149999999999999,0.0
2025-02-07 03:00:00,680.16,-425.8900000000001,,0.0,100.0,64.78333333333333,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.29666666666667,,,67.0,69.0,68.0,68.0,4.090000000000003,0.0
2025-02-07 03:15:00,685.1066666666666,-415.30000000000007,,0.0,100.0,64.71666666666667,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.29666666666667,,,67.0,69.0,68.0,68.0,4.189999999999998,0.0
2025-02-07 03:30:00,672.39,-419.5300000000001,,0.0,100.0,64.76,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.31666666666666,,,67.0,69.0,68.0,68.0,4.18,0.0
2025-02-07 03:45:00,675.92,-442.84000000000003,,0.0,100.0,64.79,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.32,,,67.0,69.0,68.0,68.0,4.280000000000008,0.0
2025-02-07 04:00:00,675.2133333333333,-434.3700000000001,,0.0,100.0,64.81333333333333,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.33333333333333,,,67.0,69.0,68.0,68.0,4.270000000000003,0.0
2025-02-07 04:15:00,666.74,-430.1300000000001,,0.0,100.0,64.84,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.32,,,67.0,69.0,68.0,68.0,4.339999999999996,0.0
2025-02-07 04:30:00,665.3266666666667,-428.0100000000001,,0.0,100.0,65.07,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.42333333333333,,,67.0,69.0,68.0,68.0,4.380000000000003,0.0
2025-02-07 04:45:00,665.33,-434.3700000000001,,0.0,100.0,65.04333333333334,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.45666666666666,,,67.0,69.0,68.0,68.0,4.29999999999999,0.0
2025-02-07 05:00:00,660.3833333333333,-438.6,,0.0,100.0,64.98666666666666,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.46333333333332,,,67.0,69.0,68.0,68.0,4.330000000000005,0.0
2025-02-07 05:15:00,654.0266666666666,-453.44000000000005,,0.0,100.0,64.95333333333333,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.46333333333332,,,67.0,69.0,68.0,68.0,4.340000000000003,0.0
2025-02-07 05:30:00,661.09,-447.08000000000004,,0.0,100.0,65.01666666666667,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.47,,,67.0,69.0,68.0,68.0,4.330000000000005,0.0
2025-02-07 05:45:00,654.7333333333333,-438.6,,0.0,100.0,65.05666666666666,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.47,,,67.0,69.0,68.0,68.0,4.359999999999999,0.0
2025-02-07 06:00:00,660.3866666666667,-457.6700000000001,,0.0,100.0,65.07333333333332,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.54666666666667,,,67.0,69.0,68.0,68.0,4.3799999999999955,0.0
2025-02-07 06:15:00,651.91,-444.96000000000004,,0.0,100.0,65.08999999999999,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.56666666666666,,,67.0,69.0,68.0,68.0,4.289999999999992,0.0
2025-02-07 06:30:00,658.97,-457.6700000000001,,0.0,100.0,65.05666666666666,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.55666666666667,,,67.0,69.0,68.0,68.0,4.409999999999997,0.0
2025-02-07 06:45:00,653.32,-453.44000000000005,,0.0,100.0,65.00333333333333,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.59,,,67.0,69.0,68.0,68.0,4.3999999999999915,0.0
2025-02-07 07:00:00,655.44,-468.2700000000001,,0.0,100.0,64.92,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.59,,,67.0,69.0,68.0,68.0,4.359999999999992,0.0
2025-02-07 07:15:00,657.5600000000001,-451.32000000000005,,0.0,100.0,64.87333333333333,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.59666666666668,,,67.0,69.0,68.0,68.0,4.420000000000002,0.0
2025-02-07 07:30:00,659.68,-449.20000000000005,,0.0,100.0,64.79666666666667,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.61,,,67.0,69.0,68.0,68.0,4.479999999999997,0.0
2025-02-07 07:45:00,663.21,-444.96000000000004,,0.0,100.0,64.67,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.67333333333333,,,67.0,69.0,68.0,68.0,4.550000000000004,0.0
2025-02-07 08:00:00,666.0366666666667,-442.84000000000003,,0.0,100.0,64.61666666666667,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.65333333333334,,,67.0,69.0,68.0,68.0,4.509999999999998,0.0
2025-02-07 08:15:00,657.9100000000001,-438.6,,0.0,100.0,64.65,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.655,,,67.0,69.0,68.0,68.0,4.570000000000007,0.0
2025-02-07 08:30:00,648.3775,-461.9100000000001,,0.0,100.0,64.5975,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.625,,,67.0,69.0,68.0,68.0,4.599999999999994,0.0
2025-02-07 08:45:00,665.3266666666667,-470.3900000000001,,0.0,100.0,64.50333333333333,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.64,,,67.0,69.0,68.0,68.0,4.660000000000004,0.0
2025-02-07 09:00:00,656.85,-453.44000000000005,,0.0,100.0,64.42333333333333,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.69333333333334,,,67.0,69.0,68.0,68.0,4.6299999999999955,0.0
2025-02-07 09:15:00,646.9666666666667,-449.20000000000005,,0.0,100.0,64.37,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.7,,,67.0,69.0,68.0,68.0,4.709999999999994,0.0
2025-02-07 09:30:00,649.7933333333334,-474.6200000000001,,0.0,100.0,64.31666666666666,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.72,,,67.0,69.0,68.0,68.0,4.679999999999993,0.0
2025-02-07 09:45:00,658.2666666666668,-455.55000000000007,,0.0,100.0,64.3,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.74,,,67.0,69.0,68.0,68.0,4.75,0.0
2025-02-07 10:00:00,654.0266666666666,-459.7900000000001,,0.0,100.0,64.25,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.74,,,67.0,69.0,68.0,68.0,4.700000000000003,0.0
2025-02-07 10:15:00,656.8533333333334,-453.44000000000005,,0.0,100.0,64.16333333333334,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.77666666666667,,,67.0,69.0,68.0,68.0,4.769999999999996,0.0
2025-02-07 10:30:00,646.9666666666667,-464.0300000000001,,0.0,100.0,64.12333333333333,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.83666666666666,,,67.0,69.0,68.0,68.0,4.789999999999999,0.0
2025-02-07 10:45:00,661.7966666666667,-466.1500000000001,,0.0,100.0,64.08666666666666,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.86,,,67.0,69.0,68.0,68.0,4.720000000000006,0.0
2025-02-07 11:00:00,656.8566666666667,-444.96000000000004,,0.0,100.0,64.07000000000001,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.86,,,67.0,69.0,68.0,68.0,4.740000000000002,0.0
2025-02-07 11:15:00,655.44,-455.55000000000007,,0.0,100.0,64.06,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.88,,,67.0,69.0,68.0,68.0,4.760000000000005,0.0
2025-02-07 11:30:00,663.9166666666666,-453.44000000000005,,0.0,100.0,63.95666666666667,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.88,,,67.0,69.0,68.0,68.0,4.770000000000003,0.0
2025-02-07 11:45:00,668.1533333333333,-447.08000000000004,,0.0,100.0,63.71333333333333,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.88,,,67.0,69.0,68.0,68.0,4.730000000000004,0.0
2025-02-07 12:00:00,660.3833333333333,-440.72,,0.0,100.0,63.67333333333334,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.89999999999999,,,67.0,69.0,68.0,68.0,5.039999999999999,0.0
2025-02-07 12:15:00,666.0366666666667,-449.20000000000005,,0.0,100.0,63.620000000000005,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.95333333333333,,,67.0,69.0,68.0,68.0,4.960000000000001,0.0
2025-02-07 12:30:00,649.79,-438.6,,0.0,100.0,63.39333333333334,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.96,,,67.0,69.0,68.0,68.0,4.960000000000001,0.0
2025-02-07 12:45:00,658.2666666666668,-453.44000000000005,,0.0,100.0,63.26333333333333,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.92333333333333,,,67.0,69.0,68.0,68.0,4.989999999999995,0.0
2025-02-07 13:00:00,663.21,-459.7900000000001,,0.0,100.0,63.53666666666667,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.98333333333333,,,67.0,69.0,68.0,68.0,4.93,0.0
2025-02-07 13:15:00,656.8533333333334,-461.9100000000001,,0.0,100.0,63.589999999999996,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,69.00333333333333,,,67.0,69.0,68.0,68.0,4.869999999999997,0.0
2025-02-07 13:30:00,669.5666666666667,-432.2500000000001,,0.0,100.0,63.64333333333334,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,69.04,,,67.0,69.0,68.0,68.0,4.82,0.0
2025-02-07 13:45:00,654.7333333333333,-434.3700000000001,,0.0,100.0,63.906666666666666,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,69.13000000000001,,,67.0,69.0,68.0,68.0,4.940000000000005,0.0
2025-02-07 14:00:00,642.7266666666666,-449.20000000000005,,0.0,100.0,64.22666666666667,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,69.17,,,67.0,69.0,68.0,68.0,4.839999999999996,0.0
2025-02-07 14:15:00,657.5566666666667,-461.9100000000001,,0.0,100.0,64.61666666666667,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,69.27333333333333,,,67.0,69.0,68.0,68.0,4.68,0.0
2025-02-07 14:30:00,660.3833333333333,-449.20000000000005,,0.0,100.0,64.80666666666667,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,69.38666666666667,,,67.0,69.0,68.0,68.0,4.559999999999995,0.0
2025-02-07 14:45:00,662.5033333333334,-442.84000000000003,,0.0,100.0,65.10333333333334,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,69.47666666666667,,,67.0,69.0,68.0,68.0,4.490000000000009,0.0
2025-02-07 15:00:00,658.2666666666667,-442.84000000000003,,0.0,100.0,65.39666666666666,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,69.59333333333332,,,67.0,69.0,68.0,68.0,4.459999999999994,0.0
2025-02-07 15:15:00,643.4366666666666,-455.55000000000007,,0.0,100.0,65.52,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,69.66333333333334,,,67.0,69.0,68.0,68.0,4.359999999999992,0.0
2025-02-07 15:30:00,661.7966666666666,-455.55000000000007,,0.0,100.0,65.80333333333333,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,69.69666666666666,,,67.0,69.0,68.0,68.0,4.300000000000004,0.0
2025-02-07 15:45:00,654.0300000000001,-440.72,,0.0,100.0,65.95,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,69.69,,,67.0,69.0,68.0,68.0,4.339999999999996,0.0
2025-02-07 16:00:00,655.44,-455.55000000000007,,0.0,100.0,66.12,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,69.66666666666667,,,67.0,69.0,68.0,68.0,4.270000000000003,0.0
2025-02-07 16:15:00,659.6766666666667,-444.96000000000004,,0.0,100.0,66.33333333333333,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,69.55666666666666,,,67.0,69.0,68.0,68.0,4.18,0.0
2025-02-07 16:30:00,651.91,-444.96000000000004,,0.0,100.0,66.39999999999999,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,69.43666666666667,,,67.0,69.0,68.0,68.0,4.019999999999996,0.0
2025-02-07 16:45:00,643.4333333333333,-461.9100000000001,,0.0,100.0,66.55333333333333,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,69.36333333333333,,,67.0,69.0,68.0,68.0,4.030000000000001,0.0
2025-02-07 17:00:00,641.3166666666666,-470.3900000000001,,0.0,100.0,66.91,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,69.24666666666667,,,67.0,69.0,68.0,68.0,3.9299999999999926,0.0
2025-02-07 17:15:00,650.5,-474.6200000000001,,0.0,100.0,67.11,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,69.14333333333333,,,67.0,69.0,68.0,68.0,3.789999999999992,0.0
2025-02-07 17:30:00,651.91,-461.9100000000001,,0.0,100.0,67.14,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,69.07666666666667,,,67.0,69.0,68.0,68.0,3.8499999999999943,0.0
2025-02-07 17:45:00,648.3766666666667,-457.6700000000001,,0.0,100.0,67.17333333333333,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.99666666666667,,,67.0,69.0,68.0,68.0,3.8800000000000026,0.0
2025-02-07 18:00:00,648.3766666666667,-468.2700000000001,,0.0,100.0,67.56666666666666,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.91666666666667,,,67.0,69.0,68.0,68.0,3.799999999999997,0.0
2025-02-07 18:15:00,669.5666666666666,-449.20000000000005,,0.0,100.0,66.97333333333333,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.79,,,67.0,69.0,68.0,68.0,3.6600000000000037,0.0
2025-02-07 18:30:00,673.8,-432.2500000000001,,0.0,100.0,67.05666666666667,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.60333333333334,,,67.0,69.0,68.0,68.0,3.8299999999999983,0.0
2025-02-07 18:45:00,681.5733333333333,-434.3700000000001,,0.0,100.0,67.03333333333333,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.58666666666666,,,67.0,69.0,68.0,68.0,3.719999999999999,0.0
2025-02-07 19:00:00,677.3366666666667,-419.5300000000001,,0.0,100.0,66.69333333333333,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.46333333333332,,,67.0,69.0,68.0,68.0,3.690000000000005,0.0
2025-02-07 19:15:00,680.8666666666667,-421.6500000000001,,0.0,100.0,66.78666666666668,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.43,,,67.0,69.0,68.0,68.0,3.4599999999999937,0.0
2025-02-07 19:30:00,689.3433333333332,-428.0100000000001,,0.0,100.0,66.80333333333334,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.42,,,67.0,69.0,68.0,68.0,3.520000000000003,0.0
2025-02-07 19:45:00,691.46,-419.5300000000001,,0.0,100.0,66.93666666666667,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.44333333333334,,,67.0,69.0,68.0,68.0,3.6300000000000026,0.0
2025-02-07 20:00:00,690.0466666666666,-423.7700000000001,,0.0,100.0,66.54666666666667,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.43666666666667,,,67.0,69.0,68.0,68.0,3.5,0.0
2025-02-07 20:15:00,697.82,-413.18000000000006,,0.0,100.0,66.29,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.35333333333334,,,67.0,69.0,68.0,68.0,3.3800000000000026,0.0
2025-02-07 20:30:00,686.5166666666668,-404.70000000000005,,0.0,100.0,66.11,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.27666666666667,,,67.0,69.0,68.0,68.0,3.5999999999999943,0.0
2025-02-07 20:45:00,682.28,-425.8900000000001,,0.0,100.0,66.11666666666667,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.2,,,67.0,69.0,68.0,68.0,3.549999999999997,0.0
2025-02-07 21:00:00,705.59,-419.5300000000001,,0.0,100.0,66.12333333333333,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.2,,,67.0,69.0,68.0,68.0,3.5700000000000003,0.0
2025-02-07 21:15:00,692.1666666666666,-400.46000000000004,,0.0,100.0,66.02333333333333,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.27666666666666,,,67.0,69.0,68.0,68.0,3.539999999999999,0.0
2025-02-07 21:30:00,691.46,-415.30000000000007,,0.0,100.0,66.02666666666666,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.35333333333334,,,67.0,69.0,68.0,68.0,3.5700000000000074,0.0
2025-02-07 21:45:00,700.6433333333334,-406.82000000000005,,0.0,100.0,65.91666666666667,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.47,,,67.0,69.0,68.0,68.0,3.510000000000005,0.0
2025-02-07 22:00:00,697.11,-404.70000000000005,,0.0,100.0,65.89666666666666,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.57000000000001,,,67.0,69.0,68.0,68.0,3.6600000000000037,0.0
2025-02-07 22:15:00,693.5799999999999,-406.82000000000005,,0.0,100.0,65.86333333333333,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.63333333333334,,,67.0,69.0,68.0,68.0,3.6099999999999994,0.0
2025-02-07 22:30:00,697.11,-408.94000000000005,,0.0,100.0,65.78333333333335,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.74,,,67.0,69.0,68.0,68.0,3.530000000000001,0.0
2025-02-07 22:45:00,701.35,-423.7700000000001,,0.0,100.0,65.68333333333334,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.85000000000001,,,67.0,69.0,68.0,68.0,3.5500000000000043,0.0
2025-02-07 23:00:00,689.3433333333332,-400.46000000000004,,0.0,100.0,65.70666666666666,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.88666666666667,,,67.0,69.0,68.0,68.0,3.6799999999999926,0.0
2025-02-07 23:15:00,700.64,-421.6500000000001,,0.0,100.0,65.68,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.99,,,67.0,69.0,68.0,68.0,3.6400000000000006,0.0
2025-02-07 23:30:00,692.1666666666666,-406.82000000000005,,0.0,100.0,65.73666666666666,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,69.03333333333335,,,67.0,69.0,68.0,68.0,3.5900000000000034,0.0
2025-02-07 23:45:00,689.3433333333332,-411.06000000000006,,0.0,100.0,65.66000000000001,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,69.10666666666667,,,67.0,69.0,68.0,68.0,3.6300000000000026,0.0
2025-02-08 00:00:00,696.4033333333333,-404.70000000000005,,0.0,100.0,65.60000000000001,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,69.15666666666668,,,67.0,69.0,68.0,68.0,3.6400000000000006,0.0
2025-02-08 00:15:00,687.93,-415.30000000000007,,0.0,100.0,65.38333333333333,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,69.16333333333334,,,67.0,69.0,68.0,68.0,3.6400000000000006,0.0
2025-02-08 00:30:00,699.23,-404.70000000000005,,0.0,100.0,65.31333333333333,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,69.11666666666667,,,67.0,69.0,68.0,68.0,3.829999999999991,0.0
2025-02-08 00:45:00,693.5766666666667,-408.94000000000005,,0.0,100.0,65.28,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,69.11333333333333,,,67.0,69.0,68.0,68.0,3.740000000000002,0.0
2025-02-08 01:00:00,705.59,-411.06000000000006,,0.0,100.0,65.23666666666666,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,69.11333333333333,,,67.0,69.0,68.0,68.0,3.8200000000000074,0.0
2025-02-08 01:15:00,692.1666666666666,-406.82000000000005,,0.0,100.0,65.23,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,69.01666666666667,,,67.0,69.0,68.0,68.0,3.759999999999998,0.0
2025-02-08 01:30:00,694.2866666666667,-423.7700000000001,,0.0,100.0,65.16666666666667,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.99666666666667,,,67.0,69.0,68.0,68.0,3.769999999999996,0.0
2025-02-08 01:45:00,694.9899999999999,-425.8900000000001,,0.0,100.0,65.07,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.99666666666667,,,67.0,69.0,68.0,68.0,3.779999999999994,0.0
2025-02-08 02:00:00,693.5799999999999,-413.18000000000006,,0.0,100.0,64.94666666666666,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.91,,,67.0,69.0,68.0,68.0,3.8999999999999986,0.0
2025-02-08 02:15:00,693.5799999999999,-413.18000000000006,,0.0,100.0,64.90333333333334,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.84333333333333,,,67.0,69.0,68.0,68.0,3.8799999999999955,0.0
2025-02-08 02:30:00,699.9366666666666,-423.7700000000001,,0.0,100.0,64.92999999999999,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.74,,,67.0,69.0,68.0,68.0,3.930000000000007,0.0
2025-02-08 02:45:00,707.0,-402.58000000000004,,0.0,100.0,64.91333333333334,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.67666666666666,,,67.0,69.0,68.0,68.0,3.8499999999999943,0.0
2025-02-08 03:00:00,692.1666666666666,-402.58000000000004,,0.0,100.0,64.92666666666666,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.60333333333334,,,67.0,69.0,68.0,68.0,3.930000000000007,0.0
2025-02-08 03:15:00,694.9900000000001,-402.58000000000004,,0.0,100.0,64.96,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.58,,,67.0,69.0,68.0,68.0,3.9099999999999966,0.0
2025-02-08 03:30:00,693.5766666666667,-406.82000000000005,,0.0,100.0,64.95666666666666,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.52333333333333,,,67.0,69.0,68.0,68.0,3.8599999999999923,0.0
2025-02-08 03:45:00,694.2833333333333,-411.06000000000006,,0.0,100.0,64.96333333333332,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.47,,,67.0,69.0,68.0,68.0,3.8700000000000045,0.0
2025-02-08 04:00:00,692.8733333333333,-413.18000000000006,,0.0,100.0,64.96,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.47,,,67.0,69.0,68.0,68.0,3.8500000000000014,0.0
2025-02-08 04:15:00,699.23,-411.06000000000006,,0.0,100.0,64.8,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.47,,,67.0,69.0,68.0,68.0,3.819999999999993,0.0
2025-02-08 04:30:00,692.87,-406.82000000000005,,0.0,100.0,64.49000000000001,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.45,,,67.0,69.0,68.0,68.0,3.9499999999999957,0.0
2025-02-08 04:45:00,685.81,-415.30000000000007,,0.0,100.0,64.53666666666668,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.39666666666666,,,67.0,69.0,68.0,68.0,4.180000000000007,0.0
2025-02-08 05:00:00,668.86,-436.4900000000001,,0.0,100.0,64.87333333333333,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.41333333333334,,,67.0,69.0,68.0,68.0,4.309999999999995,0.0
2025-02-08 05:15:00,667.4466666666667,-447.08000000000004,,0.0,100.0,64.91333333333334,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.46333333333332,,,67.0,69.0,68.0,68.0,4.300000000000004,0.0
2025-02-08 05:30:00,659.6766666666666,-442.84000000000003,,0.0,100.0,64.88666666666667,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.46333333333332,,,67.0,69.0,68.0,68.0,4.430000000000007,0.0
2025-02-08 05:45:00,664.6233333333333,-434.3700000000001,,0.0,100.0,65.05,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.47,,,67.0,69.0,68.0,68.0,4.490000000000002,0.0
2025-02-08 06:00:00,649.0833333333334,-447.08000000000004,,0.0,100.0,65.19333333333333,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.47,,,67.0,69.0,68.0,68.0,4.3999999999999915,0.0
2025-02-08 06:15:00,656.1466666666666,-447.08000000000004,,0.0,100.0,65.31333333333333,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.51,,,67.0,69.0,68.0,68.0,4.390000000000008,0.0
2025-02-08 06:30:00,646.9633333333333,-461.9100000000001,,0.0,100.0,65.36,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.56666666666666,,,67.0,69.0,68.0,68.0,4.390000000000001,0.0
2025-02-08 06:45:00,659.6766666666667,-470.3900000000001,,0.0,100.0,65.34333333333333,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.58333333333333,,,67.0,69.0,68.0,68.0,4.420000000000002,0.0
2025-02-08 07:00:00,657.5600000000001,-453.44000000000005,,0.0,100.0,65.39666666666666,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.58333333333333,,,67.0,69.0,68.0,68.0,4.430000000000007,0.0
2025-02-08 07:15:00,654.7333333333333,-442.84000000000003,,0.0,100.0,65.41333333333334,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.59,,,67.0,69.0,68.0,68.0,4.369999999999997,0.0
2025-02-08 07:30:00,646.26,-455.55000000000007,,0.0,100.0,65.41,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.58,,,67.0,69.0,68.0,68.0,4.400000000000006,0.0
2025-02-08 07:45:00,646.26,-464.0300000000001,,0.0,100.0,65.44,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.58666666666666,,,67.0,69.0,68.0,68.0,4.439999999999998,0.0
2025-02-08 08:00:00,652.6166666666667,-461.9100000000001,,0.0,100.0,65.52333333333333,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.59666666666668,,,67.0,69.0,68.0,68.0,4.409999999999997,0.0
2025-02-08 08:15:00,651.91,-449.20000000000005,,0.0,100.0,65.53333333333333,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.59666666666668,,,67.0,69.0,68.0,68.0,4.32,0.0
2025-02-08 08:30:00,639.9033333333333,-461.9100000000001,,0.0,100.0,65.55,1108.17,0.0,70.0,100.0,74.0,0.0,70.0,,0.0,68.59666666666668,,,67.0,69.0,68.0,68.0,4.350000000000001,0.0
