time,AirFlow,Air_Flow_Diff,ClgPct,DmprPos,DschAirTemp,EffAirflowSp,EffOcc,EffSp,HtgPct,OccClgSp,OccCmd,OccHtgSp,RmCo2,RmSp,RmTemp,Room_Temperature_Diff,SaTemp,StbyClgSp,StbyHtgSp,UnoccClgSp,UnoccHtgSp,VAV_Temperature_Diff,oppMode
2025-01-29 07:15:00,888.5166666666668,19.07000000000005,0.0,86.33333333333333,63.050000000000004,900.52,0.0,70.0,100.0,73.99,0.0,70.0,410.6666666666667,72.0,69.17333333333333,-0.7399999999999949,,66.97,68.99,68.0,68.0,,
2025-01-29 07:30:00,909.0,6.360000000000014,0.0,86.5,62.99666666666667,900.52,0.0,70.0,100.0,73.99,0.0,70.0,411.3333333333333,72.0,69.15,-0.7800000000000011,,66.97,68.99,68.0,68.0,,
2025-01-29 07:45:00,882.16,25.430000000000064,0.0,85.66666666666667,63.09,900.52,0.0,70.0,100.0,73.99,0.0,70.0,413.6666666666667,72.0,69.15,-0.8499999999999943,,66.97,68.99,68.0,68.0,,
2025-01-29 08:00:00,894.8733333333333,-8.470000000000027,0.0,86.33333333333333,63.05666666666667,900.52,0.0,70.0,100.0,73.99,0.0,70.0,409.3333333333333,72.0,69.15,-0.8499999999999943,,66.97,68.99,68.0,68.0,,
2025-01-29 08:15:00,912.5333333333333,4.240000000000009,0.0,86.5,63.02333333333333,900.52,0.0,70.0,100.0,73.99,0.0,70.0,408.0,72.0,69.14333333333333,-0.8499999999999943,,66.97,68.99,68.0,68.0,,
2025-01-29 08:30:00,896.2866666666667,14.840000000000032,0.0,86.83333333333333,63.06333333333333,900.52,0.0,70.0,100.0,73.99,0.0,70.0,407.3333333333333,72.0,69.13,-0.8700000000000045,,66.97,68.99,68.0,68.0,,
2025-01-29 08:45:00,901.23,8.480000000000018,0.0,86.66666666666667,63.02333333333333,900.52,0.0,70.0,100.0,73.99,0.0,70.0,407.3333333333333,72.0,69.13,-0.8700000000000045,,66.97,68.99,68.0,68.0,,
2025-01-29 09:00:00,908.2933333333334,31.789999999999964,0.0,86.83333333333333,62.93333333333334,900.52,0.0,70.0,100.0,73.99,0.0,70.0,405.3333333333333,72.0,69.12666666666667,-0.8700000000000045,,66.97,68.99,68.0,68.0,,
2025-01-29 09:15:00,904.7633333333333,8.480000000000018,0.0,87.33333333333333,63.09,900.52,0.0,70.0,100.0,73.99,0.0,70.0,404.0,72.0,69.12,-0.8799999999999955,,66.97,68.99,68.0,68.0,,
2025-01-29 09:30:00,905.4666666666667,6.360000000000014,0.0,88.5,63.04333333333333,900.52,0.0,70.0,100.0,73.99,0.0,70.0,404.0,72.0,69.11333333333333,-0.8799999999999955,,66.97,68.99,68.0,68.0,,
2025-01-29 09:45:00,892.0466666666666,10.600000000000023,0.0,87.66666666666667,63.093333333333334,900.52,0.0,70.0,100.0,73.99,0.0,70.0,406.6666666666667,72.0,69.11333333333333,-0.8799999999999955,,66.97,68.99,68.0,68.0,,
2025-01-29 10:00:00,890.6333333333333,-16.949999999999932,0.0,88.16666666666667,63.02,900.52,0.0,70.0,100.0,73.99,0.0,70.0,409.3333333333333,72.0,69.12666666666667,-0.9000000000000057,,66.97,68.99,68.0,68.0,,
2025-01-29 10:15:00,904.0533333333333,4.240000000000009,0.0,88.5,62.86666666666667,900.52,0.0,70.0,100.0,73.99,0.0,70.0,407.3333333333333,72.0,69.10666666666667,-0.8700000000000045,,66.97,68.99,68.0,68.0,,
2025-01-29 10:30:00,900.5233333333332,-10.590000000000032,0.0,89.0,62.883333333333326,900.52,0.0,70.0,100.0,73.99,0.0,70.0,409.3333333333333,72.0,69.07666666666667,-0.8799999999999955,,66.97,68.99,68.0,68.0,,
2025-01-29 10:45:00,896.9933333333333,-4.230000000000018,0.0,89.66666666666667,62.953333333333326,900.52,0.0,70.0,100.0,73.99,0.0,70.0,404.6666666666667,72.0,69.01666666666667,-0.9699999999999989,,66.97,68.99,68.0,68.0,,
2025-01-29 11:00:00,902.6433333333333,-16.949999999999932,0.0,90.5,63.086666666666666,900.52,0.0,70.0,100.0,73.99,0.0,70.0,405.3333333333333,72.0,69.01,-0.9899999999999949,,66.97,68.99,68.0,68.0,,
