time,AirFlow,Air_Flow_Diff,ClgPct,Cooling_Stg_Cmd,DmprPos,DschAirTemp,EffAirflowSp,EffOcc,EffSp,Heating_Stg_Cmd,HtgPct,OccClgSp,OccCmd,OccHtgSp,RmSp,RmTemp,Room_Temperature_Diff,SaTmp,StbyClgSp,StbyHtgSp,UnoccClgSp,UnoccHtgSp,VAV_Temperature_Diff,oppMode
2025-01-28 15:15:00,536.0766666666667,,0.0,,44.5,89.69,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,74.13666666666667,,,67.0,69.0,85.0,68.0,,
2025-01-28 15:30:00,533.9566666666666,,0.0,,44.666666666666664,90.07333333333334,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,75.08666666666666,,,67.0,69.0,85.0,68.0,,
2025-01-28 15:45:00,535.37,,0.0,,45.0,90.02666666666666,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,75.34333333333333,,,67.0,69.0,85.0,68.0,,
2025-01-28 16:00:00,547.3766666666667,,0.0,,45.333333333333336,90.47333333333334,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,74.53333333333333,,,67.0,69.0,85.0,68.0,,
2025-01-28 16:15:00,531.13,,0.0,,45.166666666666664,90.69666666666667,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,74.35666666666667,,,67.0,69.0,85.0,68.0,,
2025-01-28 16:30:00,541.7266666666666,,0.0,,45.5,90.93333333333334,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,74.21,,,67.0,69.0,85.0,68.0,,
2025-01-28 16:45:00,543.8466666666667,,0.0,,45.666666666666664,91.08333333333333,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,74.12,,,67.0,69.0,85.0,68.0,,
2025-01-28 17:00:00,555.1466666666666,,0.0,,45.5,91.34666666666665,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,74.90666666666668,,,67.0,69.0,85.0,68.0,,
2025-01-28 17:15:00,525.4833333333333,,0.0,,45.833333333333336,91.63333333333333,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,74.62333333333333,,,67.0,69.0,85.0,68.0,,
2025-01-28 17:30:00,541.02,,0.0,,45.833333333333336,91.85666666666667,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,74.92,,,67.0,69.0,85.0,68.0,,
2025-01-28 17:45:00,536.7833333333333,,0.0,,46.0,92.19666666666667,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,76.73333333333333,,,67.0,69.0,85.0,68.0,,
2025-01-28 18:00:00,550.91,,0.0,,46.0,92.36,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,77.07000000000001,,,67.0,69.0,85.0,68.0,,
2025-01-28 18:15:00,533.9566666666666,,0.0,,46.5,92.75,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,77.51,,,67.0,69.0,85.0,68.0,,
2025-01-28 18:30:00,552.3233333333334,,0.0,,46.5,92.99666666666667,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,77.54,,,67.0,69.0,85.0,68.0,,
2025-01-28 18:45:00,535.37,,0.0,,46.5,93.05,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,77.83666666666666,,,67.0,69.0,85.0,68.0,,
2025-01-28 19:00:00,534.6633333333333,,0.0,,46.666666666666664,93.32,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,77.02333333333333,,,67.0,69.0,85.0,68.0,,
2025-01-28 19:15:00,532.5466666666666,2.1099999999999,0.0,,46.833333333333336,93.64333333333333,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,76.39666666666666,-6.209999999999994,,67.0,69.0,85.0,68.0,,
2025-01-28 19:30:00,539.61,4.2299999999999045,0.0,,46.5,93.61333333333333,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,75.19666666666667,-6.97999999999999,,67.0,69.0,85.0,68.0,,
2025-01-28 19:45:00,548.0866666666667,16.949999999999932,0.0,,46.5,93.55666666666667,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,74.80333333333333,-7.989999999999995,,67.0,69.0,85.0,68.0,,
2025-01-28 20:00:00,532.5466666666666,12.709999999999923,0.0,,46.666666666666664,93.83333333333333,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,75.55333333333334,-8.280000000000001,,67.0,69.0,85.0,68.0,,
2025-01-28 20:15:00,555.1466666666666,10.589999999999918,0.0,,46.333333333333336,93.98,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,74.81,-7.809999999999988,,67.0,69.0,85.0,68.0,,
2025-01-28 20:30:00,549.4966666666666,8.469999999999914,0.0,,46.0,94.12333333333333,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,74.39,-8.309999999999988,,67.0,69.0,85.0,68.0,,
2025-01-28 20:45:00,547.38,8.469999999999914,0.0,,46.0,93.98666666666666,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,74.18,-8.72999999999999,,67.0,69.0,85.0,68.0,,
2025-01-28 21:00:00,556.56,0.0,0.0,,46.0,93.94333333333333,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,74.65666666666667,-8.86999999999999,,67.0,69.0,85.0,68.0,,
2025-01-28 21:15:00,541.7266666666666,21.17999999999995,0.0,,46.5,93.87666666666667,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,75.34666666666668,-7.829999999999998,,67.0,69.0,85.0,68.0,,
2025-01-28 21:30:00,544.5533333333334,-6.360000000000014,0.0,,46.0,87.53000000000002,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,74.51666666666667,-8.009999999999991,,67.0,69.0,85.0,68.0,,
2025-01-28 21:45:00,546.6733333333333,-4.240000000000009,0.0,,45.5,83.84666666666666,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,73.89666666666666,-8.709999999999994,,67.0,69.0,85.0,68.0,,
2025-01-28 22:00:00,539.61,19.069999999999936,0.0,,45.666666666666664,86.94,538.2,0.0,82.99,,100.0,74.0,0.0,70.0,0.0,73.55666666666667,-9.33999999999999,,67.0,69.0,85.0,68.0,,
