time,AirFlow,Air_Flow_Diff,ClgPct,Cooling_Stg_Cmd,DmprPos,DschAirTemp,EffAirflowSp,EffOcc,EffSp,Heating_Stg_Cmd,HtgPct,OccClgSp,OccCmd,OccHtgSp,RmSp,RmTemp,Room_Temperature_Diff,SaTemp,StbyClgSp,StbyHtgSp,UnoccClgSp,UnoccHtgSp,VAV_Temperature_Diff,oppMode
2025-01-28 23:45:00,126.42666666666668,-8.480000000000004,0.0,,59.666666666666664,63.51666666666667,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.8,1.7999999999999972,,67.0,69.0,68.0,68.0,,
2025-01-29 00:00:00,115.12666666666667,-12.719999999999999,0.0,,60.0,63.306666666666665,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.8,1.7999999999999972,,67.0,69.0,68.0,68.0,,
2025-01-29 00:15:00,115.12666666666667,-27.55000000000001,0.0,,60.333333333333336,62.98,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.79333333333334,1.7999999999999972,,67.0,69.0,68.0,68.0,,
2025-01-29 00:30:00,130.66333333333333,-16.960000000000008,0.0,,60.333333333333336,62.86333333333334,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.76666666666667,1.7800000000000011,,67.0,69.0,68.0,68.0,,
2025-01-29 00:45:00,125.72333333333331,21.180000000000007,0.0,,60.166666666666664,62.71666666666666,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.72666666666667,1.7600000000000051,,67.0,69.0,68.0,68.0,,
2025-01-29 01:00:00,117.95333333333333,14.829999999999984,0.0,,60.5,62.60999999999999,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.72333333333334,1.730000000000004,,67.0,69.0,68.0,68.0,,
2025-01-29 01:15:00,122.89666666666669,-6.359999999999999,0.0,,60.5,62.473333333333336,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.67,1.6700000000000017,,67.0,69.0,68.0,68.0,,
2025-01-29 01:30:00,119.36333333333333,0.0,0.0,,60.666666666666664,62.403333333333336,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.66333333333334,1.6700000000000017,,67.0,69.0,68.0,68.0,,
2025-01-29 01:45:00,122.89666666666666,-10.600000000000009,0.0,,60.833333333333336,62.39000000000001,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.65666666666668,1.6700000000000017,,67.0,69.0,68.0,68.0,,
2025-01-29 02:00:00,123.60000000000001,4.22999999999999,0.0,,61.666666666666664,62.326666666666675,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.65,1.6500000000000057,,67.0,69.0,68.0,68.0,,
2025-01-29 02:15:00,110.18333333333334,8.469999999999999,0.0,,62.0,62.49,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.65,1.6500000000000057,,67.0,69.0,68.0,68.0,,
2025-01-29 02:30:00,121.48333333333333,-29.67,0.0,,62.5,62.54666666666666,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.64333333333333,1.6500000000000057,,67.0,69.0,68.0,68.0,,
2025-01-29 02:45:00,120.77666666666669,-19.070000000000007,0.0,,62.5,62.48,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.63333333333334,1.6400000000000006,,67.0,69.0,68.0,68.0,,
2025-01-29 03:00:00,118.65666666666668,-14.840000000000003,0.0,,62.5,62.449999999999996,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.62,1.6200000000000045,,67.0,69.0,68.0,68.0,,
2025-01-29 03:15:00,122.89333333333333,19.060000000000002,0.0,,62.666666666666664,62.45666666666667,122.90000000000002,0.0,70.0,,0.0,74.0,0.0,70.0,72.0,71.58666666666666,1.6200000000000045,,67.0,69.0,68.0,68.0,,
