time,BldgStaticPres,BldgStaticPresSp,ClgPct,ClgStgCmd01,ClgStgCmd02,EconEna,EconEnaSp,EffRmSp,EffSuplAirTempSp,ExhAirDmprFbk,ExhFanSpd,FltAlm,HtgAlm,HtgPct,HtgStgCmd01,HtgStgCmd02,OccCmd,OccStatus,OutAirDmprFbk,OutAirFlow,OutAirTemp,RmTemp,SuplAirHtgSp,SuplAirStaticPres,SuplAirTemp,SuplAirTempAlm,SuplAirTempSp,SuplFanAlm,SuplFanSpd,SuplFanStatus,SuplFanSts,UnoccClgSp,UnoccHtgSp,record_index
2025-01-28 18:30:00,0.0066666666666666,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,23.0,5000.0,48.71333333333334,69.02999999999999,100.0,0.4833333333333333,63.10666666666666,0.0,62.0,0.0,100.0,2.0,2.0,85.0,45.0,36
2025-01-28 18:45:00,-0.0233333333333333,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,23.0,5000.0,48.82333333333333,68.91666666666667,100.0,0.47,63.05,0.0,62.0,0.0,100.0,2.0,2.0,85.0,45.0,37
2025-01-28 19:00:00,0.0033333333333333,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,23.666666666666668,5000.0,50.01333333333333,68.88333333333333,100.0,0.4866666666666666,63.44,0.0,62.0,0.0,100.0,2.0,2.0,85.0,45.0,38
2025-01-28 19:15:00,0.01,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,24.0,5000.0,50.54666666666666,68.76666666666667,100.0,0.5166666666666667,63.35999999999999,0.0,62.0,0.0,100.0,2.0,2.0,85.0,45.0,39
2025-01-28 19:30:00,0.0066666666666666,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,25.0,5000.0,50.836666666666666,68.72,100.0,0.5433333333333333,63.38333333333333,0.0,62.0,0.0,100.0,2.0,2.0,85.0,45.0,40
2025-01-28 19:45:00,0.0233333333333333,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,25.0,5000.0,51.10666666666666,68.71333333333332,100.0,0.5499999999999999,63.24,0.0,62.0,0.0,100.0,2.0,2.0,85.0,45.0,41
2025-01-28 20:00:00,0.0033333333333333,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,25.0,5000.0,51.64333333333334,68.69,100.0,0.5466666666666667,63.51,0.0,62.0,0.0,100.0,2.0,2.0,85.0,45.0,42
2025-01-28 20:15:00,0.0,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,27.666666666666668,5000.0,52.21,68.67,100.0,0.5933333333333334,63.59333333333333,0.0,62.0,0.0,100.0,2.0,2.0,85.0,45.0,43
2025-01-28 20:30:00,-0.0233333333333333,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,28.0,5000.0,52.45666666666667,68.55,100.0,0.6433333333333334,63.21666666666667,0.0,62.0,0.0,100.0,2.0,2.0,85.0,45.0,44
2025-01-28 20:45:00,-0.03,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,28.0,5000.0,52.81333333333333,68.48666666666666,100.0,0.6666666666666666,63.330000000000005,0.0,62.0,0.0,100.0,2.0,2.0,85.0,45.0,45
2025-01-28 21:00:00,0.03,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,28.0,5000.0,52.7,68.45666666666666,100.0,0.67,63.31333333333333,0.0,62.0,0.0,100.0,2.0,2.0,85.0,45.0,46
2025-01-28 21:15:00,-0.0233333333333333,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,28.0,5000.0,52.80666666666667,68.48,100.0,0.7166666666666667,63.29333333333333,0.0,62.0,0.0,100.0,2.0,2.0,85.0,45.0,47
2025-01-28 21:30:00,0.0266666666666666,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,28.0,5000.0,52.72,68.48333333333333,100.0,0.7266666666666666,63.19,0.0,62.0,0.0,100.0,2.0,2.0,85.0,45.0,48
2025-01-28 21:45:00,0.04,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,28.0,5000.0,52.92,68.51,100.0,0.7266666666666666,63.196666666666665,0.0,62.0,0.0,100.0,2.0,2.0,85.0,45.0,49
2025-01-28 22:00:00,0.0166666666666666,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,28.0,5000.0,53.07666666666666,68.43666666666667,100.0,0.7399999999999999,63.18666666666667,0.0,62.0,0.0,100.0,2.0,2.0,85.0,45.0,50
2025-01-28 22:15:00,0.0,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,28.0,5000.0,52.97666666666667,68.41000000000001,100.0,0.7166666666666667,63.05666666666667,0.0,62.0,0.0,100.0,2.0,2.0,85.0,45.0,51
2025-01-28 22:30:00,-0.0266666666666666,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,28.0,5000.0,52.81666666666666,68.30666666666667,100.0,0.7133333333333333,62.9,0.0,62.0,0.0,100.0,2.0,2.0,85.0,45.0,52
2025-01-28 22:45:00,-0.0033333333333333,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,28.0,5000.0,52.43333333333334,68.26666666666667,100.0,0.6966666666666667,62.626666666666665,0.0,62.0,0.0,100.0,2.0,2.0,85.0,45.0,53
2025-01-28 23:00:00,0.0066666666666666,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,28.0,5000.0,51.87,68.18666666666667,100.0,0.6733333333333333,62.23,0.0,62.0,0.0,100.0,2.0,2.0,85.0,45.0,54
2025-01-28 23:15:00,-0.0066666666666666,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,28.0,5000.0,51.71,68.02,100.0,0.6366666666666667,62.05,0.0,62.0,0.0,100.0,2.0,2.0,85.0,45.0,55
2025-01-28 23:30:00,0.0033333333333333,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,28.0,5000.0,51.473333333333336,67.89333333333333,100.0,0.6066666666666666,61.85,0.0,62.0,0.0,100.0,2.0,2.0,85.0,45.0,56
2025-01-28 23:45:00,0.0066666666666666,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,28.0,5000.0,51.28666666666667,67.98,100.0,0.5666666666666667,61.71333333333333,0.0,62.0,0.0,100.0,2.0,2.0,85.0,45.0,57
2025-01-29 00:00:00,-0.0033333333333333,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,28.0,5000.0,50.88333333333333,67.89333333333333,100.0,0.5666666666666667,61.53666666666667,0.0,62.0,0.0,100.0,2.0,2.0,85.0,45.0,58
2025-01-29 00:15:00,-0.03,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,28.0,5000.0,50.34666666666667,67.75,100.0,0.5633333333333334,61.19,0.0,62.0,0.0,100.0,2.0,2.0,85.0,45.0,59
2025-01-29 00:30:00,0.01,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,28.0,5000.0,50.11000000000001,67.76666666666667,100.0,0.58,61.07,0.0,62.0,0.0,100.0,2.0,2.0,85.0,45.0,60
2025-01-29 00:45:00,-0.0133333333333333,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,28.0,5000.0,50.04666666666666,67.8,100.0,0.5866666666666666,60.88333333333333,0.0,62.0,0.0,100.0,2.0,2.0,85.0,45.0,61
2025-01-29 01:00:00,0.01,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,28.0,5000.0,49.78333333333333,67.63666666666667,100.0,0.6566666666666666,60.81666666666666,0.0,62.0,0.0,100.0,2.0,2.0,85.0,45.0,62
2025-01-29 01:15:00,0.0433333333333333,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,28.0,5000.0,49.41333333333333,67.58666666666666,100.0,0.6166666666666667,60.620000000000005,0.0,62.0,0.0,100.0,2.0,2.0,85.0,45.0,63
2025-01-29 01:30:00,-0.0133333333333333,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,27.666666666666668,5000.0,49.26333333333333,67.51333333333334,100.0,0.6433333333333334,60.57,0.0,62.0,0.0,100.0,2.0,2.0,85.0,45.0,64
2025-01-29 01:45:00,0.0266666666666666,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,27.0,5000.0,49.05666666666667,67.48,100.0,0.6133333333333333,60.52333333333333,0.0,62.0,0.0,100.0,2.0,2.0,85.0,45.0,65
2025-01-29 02:00:00,-0.0066666666666666,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,26.0,5000.0,48.74333333333333,67.45333333333333,100.0,0.5766666666666667,60.45666666666667,0.0,62.0,0.0,100.0,2.0,2.0,85.0,45.0,66
2025-01-29 02:15:00,0.0333333333333333,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,25.0,5000.0,48.876666666666665,67.47666666666667,100.0,0.61,60.580000000000005,0.0,62.0,0.0,100.0,2.0,2.0,85.0,45.0,67
2025-01-29 02:30:00,-0.0033333333333333,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,25.0,5000.0,48.67666666666667,67.48333333333333,100.0,0.5766666666666667,60.61333333333334,0.0,62.0,0.0,100.0,2.0,2.0,85.0,45.0,68
2025-01-29 02:45:00,-0.0233333333333333,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,25.0,5000.0,48.56333333333333,67.51666666666667,100.0,0.5666666666666667,60.51,0.0,62.0,0.0,100.0,2.0,2.0,85.0,45.0,69
2025-01-29 03:00:00,-0.0499999999999999,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,25.0,5000.0,48.56666666666666,67.48,100.0,0.5866666666666666,60.49666666666667,0.0,62.0,0.0,100.0,2.0,2.0,85.0,45.0,70
2025-01-29 03:15:00,-0.02,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,24.666666666666668,5000.0,48.54333333333333,67.49666666666667,100.0,0.5866666666666666,60.46666666666667,0.0,62.0,0.0,100.0,2.0,2.0,85.0,45.0,71
2025-01-29 03:30:00,-0.0366666666666666,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,24.0,5000.0,48.376666666666665,67.53333333333335,100.0,0.5533333333333333,60.64666666666667,0.0,62.0,0.0,100.0,2.0,2.0,85.0,45.0,72
2025-01-29 03:45:00,0.0099999999999999,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,24.0,5000.0,48.06333333333333,67.50333333333333,100.0,0.6033333333333334,60.60333333333333,0.0,62.0,0.0,100.0,2.0,2.0,85.0,45.0,73
2025-01-29 04:00:00,-0.06,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,24.0,5000.0,48.22333333333333,67.49333333333334,100.0,0.56,60.59666666666667,0.0,62.0,0.0,100.0,2.0,2.0,85.0,45.0,74
2025-01-29 04:15:00,-0.0066666666666666,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,24.0,5000.0,48.17,67.64333333333333,100.0,0.57,60.580000000000005,0.0,62.0,0.0,100.0,2.0,2.0,85.0,45.0,75
2025-01-29 04:30:00,0.0166666666666666,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,24.0,5000.0,47.98666666666667,67.62333333333333,100.0,0.5533333333333333,60.54,0.0,62.0,0.0,100.0,2.0,2.0,85.0,45.0,76
2025-01-29 04:45:00,0.0066666666666666,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,23.33333333333333,5000.0,47.803333333333335,67.60000000000001,100.0,0.55,60.49666666666667,0.0,62.0,0.0,100.0,2.0,2.0,85.0,45.0,77
