time,BldgStaticPres,BldgStaticPresSp,ClgPct,ClgStgCmd01,ClgStgCmd02,EconEna,EconEnaSp,EffRmSp,EffSuplAirTempSp,ExhAirDmprFbk,ExhFanSpd,ExhFanStatus,FltAlm,HtgAlm,HtgPct,HtgStgCmd01,HtgStgCmd02,OccCmd,OccStatus,OutAirDmprFbk,OutAirFlow,OutAirTemp,RmTemp,SuplAirHtgSp,SuplAirStaticPres,SuplAirTemp,SuplAirTempAlm,SuplAirTempSp,SuplFanAlm,SuplFanSpd,SuplFanStatus,UnoccClgSp,UnoccHtgSp,record_index
2025-01-28 21:00:00,0.0066666666666666,0.05,0.0,1.0,1.0,3.0,75.0,52.0,61.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0,3071.333333333333,54.49,70.45333333333333,100.0,1.1933333333333334,67.47333333333334,0.0,62.0,0.0,100.0,2.0,85.0,45.0,46
2025-01-28 21:15:00,-0.0066666666666666,0.05,0.0,1.0,1.0,3.0,75.0,52.0,61.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0,3045.6666666666665,54.57666666666666,70.42333333333333,100.0,1.1833333333333331,67.49666666666667,0.0,62.0,0.0,100.0,2.0,85.0,45.0,47
2025-01-28 21:30:00,-0.01,0.05,25.0,1.6666666666666667,1.0,3.0,75.0,52.0,61.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0,3125.0,54.74,70.14333333333333,100.0,1.18,61.85999999999999,0.0,62.0,0.0,100.0,2.0,85.0,45.0,48
2025-01-28 21:45:00,0.02,0.05,16.666666666666668,1.6666666666666667,1.0,3.0,75.0,52.0,61.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0,3081.6666666666665,54.51333333333333,69.23666666666666,100.0,1.2166666666666666,57.03666666666667,0.0,62.0,0.0,100.0,2.0,85.0,45.0,49
2025-01-28 22:00:00,0.0033333333333333,0.05,16.666666666666668,1.6666666666666667,1.0,3.0,75.0,52.0,60.333333333333336,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0,3023.6666666666665,54.55,69.34333333333333,100.0,1.2433333333333334,61.77666666666666,0.0,62.0,0.0,100.0,2.0,85.0,45.0,50
2025-01-28 22:15:00,-0.01,0.05,8.333333333333334,1.3333333333333333,1.0,3.0,75.0,52.0,61.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0,3227.0,54.29,68.88333333333334,100.0,1.22,60.85333333333333,0.0,62.0,0.0,100.0,2.0,85.0,45.0,51
2025-01-28 22:30:00,0.0033333333333333,0.05,25.0,2.0,1.0,3.0,75.0,52.0,61.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0,3343.6666666666665,54.14666666666667,69.14333333333333,100.0,1.2333333333333334,58.07,0.0,62.0,0.0,100.0,2.0,85.0,45.0,52
2025-01-28 22:45:00,0.0,0.05,8.333333333333334,1.3333333333333333,1.0,3.0,75.0,52.0,61.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0,3203.333333333333,53.66666666666666,69.09,100.0,1.1766666666666663,65.07333333333334,0.0,62.0,0.0,100.0,2.0,85.0,45.0,53
2025-01-28 23:00:00,-0.02,0.05,16.666666666666668,1.6666666666666667,1.0,3.0,75.0,52.0,61.333333333333336,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0,3341.6666666666665,53.07333333333333,68.84333333333333,100.0,1.14,58.870000000000005,0.0,62.0,0.0,100.0,2.0,85.0,45.0,54
2025-01-28 23:15:00,0.01,0.05,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0,3350.333333333333,52.86333333333334,69.27666666666667,100.0,1.096666666666667,65.80666666666667,0.0,62.0,0.0,100.0,2.0,85.0,45.0,55
