time,BldgStaticPres,BldgStaticPresSp,ClgPct,ClgStgCmd01,ClgStgCmd02,EconEna,EconEnaSp,EffRmSp,EffSuplAirTempSp,ExhAirDmprFbk,ExhFanSpd,ExhFanStatus,FltAlm,HtgAlm,HtgPct,HtgStgCmd01,HtgStgCmd02,OccCmd,OccStatus,OutAirDmprFbk,OutAirFlow,OutAirTemp,RmTemp,SuplAirHtgSp,SuplAirStaticPres,SuplAirTemp,SuplAirTempAlm,SuplAirTempSp,SuplFanAlm,SuplFanSpd,SuplFanStatus,UnoccClgSp,UnoccHtgSp,oppMode
2025-01-27 17:00:00,0.006666666666666667,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3568.6666666666665,37.04333333333333,69.47333333333334,100.0,0.8733333333333334,60.00333333333333,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-27 17:15:00,0.0,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3546.0,37.526666666666664,69.5,100.0,0.8966666666666666,60.156666666666666,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-27 17:30:00,-0.013333333333333334,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3575.6666666666665,38.07,69.55,100.0,0.8866666666666667,60.4,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-27 17:45:00,-0.01,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3682.3333333333335,38.92333333333333,69.61999999999999,100.0,0.8933333333333334,60.85666666666666,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-27 18:00:00,0.006666666666666667,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,61.666666666666664,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3573.6666666666665,39.53,69.60666666666667,100.0,0.8966666666666666,61.03,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-27 18:15:00,0.01,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3569.0,39.88666666666666,69.55,100.0,0.9,61.21333333333333,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-27 18:30:00,-0.01,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3644.0,40.21666666666667,69.68,100.0,0.9066666666666667,61.25666666666666,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-27 18:45:00,-0.006666666666666667,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3589.3333333333335,41.21333333333333,69.79666666666667,100.0,0.9233333333333333,61.75666666666666,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-27 19:00:00,0.0,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3610.0,41.25666666666667,69.79666666666667,100.0,0.9266666666666667,61.9,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-27 19:15:00,-0.02666666666666667,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3455.0,42.080000000000005,69.87333333333333,100.0,0.9466666666666667,62.21333333333333,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-27 19:30:00,0.0,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3464.3333333333335,41.663333333333334,69.79,100.0,0.98,61.910000000000004,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-27 19:45:00,0.01,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3505.0,41.836666666666666,69.84,100.0,0.9966666666666667,61.93333333333333,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-27 20:00:00,0.0033333333333333335,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3507.0,41.86333333333334,69.88333333333334,100.0,1.05,62.053333333333335,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-27 20:15:00,0.01,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3446.3333333333335,42.46,69.78333333333335,100.0,1.1,62.32,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-27 20:30:00,0.0,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3491.3333333333335,42.48666666666667,69.76,100.0,1.1,62.38666666666666,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-27 20:45:00,-0.006666666666666667,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3516.3333333333335,43.20333333333334,69.79,100.0,1.1366666666666667,62.413333333333334,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-27 21:00:00,0.006666666666666665,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3447.6666666666665,43.26666666666667,69.74333333333334,100.0,1.1766666666666665,62.59,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-27 21:15:00,-0.006666666666666667,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3368.3333333333335,43.23,69.71666666666665,100.0,1.2366666666666666,62.56,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-27 21:30:00,-0.006666666666666667,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3363.3333333333335,43.326666666666675,69.69666666666666,100.0,1.2633333333333334,62.51333333333333,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-27 21:45:00,-0.006666666666666667,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3403.0,42.846666666666664,69.83,100.0,1.26,62.473333333333336,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-27 22:00:00,-0.0033333333333333335,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3353.0,42.74333333333334,69.7,100.0,1.2733333333333334,62.31,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-27 22:15:00,0.0,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3302.3333333333335,42.42,69.64,100.0,1.29,62.156666666666666,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-27 22:30:00,-0.006666666666666667,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3445.6666666666665,42.06333333333333,69.53,100.0,1.28,61.76666666666667,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-27 22:45:00,0.006666666666666667,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3432.3333333333335,41.31333333333333,69.46333333333332,100.0,1.2566666666666666,61.35999999999999,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-27 23:00:00,-0.013333333333333334,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3394.0,40.81666666666667,69.36,100.0,1.1966666666666665,61.02333333333333,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-27 23:15:00,-0.006666666666666667,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3505.0,40.07666666666666,69.21666666666667,100.0,1.1233333333333333,60.47666666666667,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-27 23:30:00,0.0033333333333333335,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3505.3333333333335,39.61666666666667,69.14666666666666,100.0,1.0566666666666666,60.28333333333333,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-27 23:45:00,0.0,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,61.666666666666664,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3457.3333333333335,39.806666666666665,69.10666666666667,100.0,1.0433333333333332,60.18666666666667,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-28 00:00:00,-0.013333333333333334,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,61.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3454.6666666666665,39.53,69.13333333333333,100.0,1.01,60.09666666666667,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-28 00:15:00,0.0,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,61.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3463.6666666666665,39.21333333333333,69.13000000000001,100.0,0.9433333333333334,59.98666666666667,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-28 00:30:00,-0.01,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,61.333333333333336,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3471.0,39.160000000000004,69.11,100.0,0.91,60.00666666666667,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-28 00:45:00,-0.013333333333333334,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3519.3333333333335,38.843333333333334,69.19333333333334,100.0,0.89,59.88666666666666,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-28 01:00:00,0.0,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3612.3333333333335,38.693333333333335,69.23333333333333,100.0,0.86,59.74666666666667,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-28 01:15:00,0.006666666666666667,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3578.0,38.693333333333335,69.24,100.0,0.85,59.69,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-28 01:30:00,-0.0033333333333333335,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3519.0,38.53666666666667,69.23333333333333,100.0,0.8333333333333334,59.673333333333325,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-28 01:45:00,0.006666666666666667,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3595.6666666666665,38.20666666666667,69.23666666666666,100.0,0.82,59.586666666666666,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-28 02:00:00,-0.0033333333333333335,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3534.6666666666665,38.22666666666667,69.22,100.0,0.8166666666666668,59.50666666666667,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-28 02:15:00,0.006666666666666667,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3447.6666666666665,38.63999999999999,69.24333333333334,100.0,0.8133333333333334,59.833333333333336,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-28 02:30:00,0.0,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3425.3333333333335,38.79333333333333,69.30333333333333,100.0,0.8066666666666666,59.94,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-28 02:45:00,-0.0033333333333333335,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3491.6666666666665,38.839999999999996,69.33333333333333,100.0,0.8066666666666666,59.84,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-28 03:00:00,0.0033333333333333327,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3425.6666666666665,38.94,69.30666666666667,100.0,0.81,60.03666666666667,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-28 03:15:00,0.006666666666666667,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3466.6666666666665,39.07333333333333,69.35000000000001,100.0,0.8033333333333333,60.10333333333333,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-28 03:30:00,-0.023333333333333334,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3491.3333333333335,39.01,69.35666666666667,100.0,0.81,60.21333333333333,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-28 03:45:00,-0.01,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3403.0,39.24,69.38333333333333,100.0,0.81,60.34666666666667,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-28 04:00:00,-0.006666666666666667,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3470.6666666666665,39.06,69.39666666666666,100.0,0.8066666666666666,60.24,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-28 04:15:00,0.006666666666666668,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3436.3333333333335,39.07666666666667,69.42,100.0,0.8133333333333334,60.223333333333336,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-28 04:30:00,-0.01,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3480.3333333333335,39.13,69.43,100.0,0.82,60.28666666666666,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-28 04:45:00,-0.0033333333333333327,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3539.3333333333335,39.07333333333333,69.47000000000001,100.0,0.7933333333333333,60.21,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-28 05:00:00,0.0033333333333333335,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3328.0,39.07,69.46333333333332,100.0,0.7833333333333333,60.26,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-28 05:15:00,-0.016666666666666666,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3489.0,39.129999999999995,69.46666666666667,100.0,0.7799999999999999,60.413333333333334,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-28 05:30:00,-0.0033333333333333335,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3471.0,39.03333333333333,69.45333333333333,100.0,0.7766666666666667,60.32666666666666,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-28 05:45:00,-0.0033333333333333335,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3568.6666666666665,39.343333333333334,69.48,100.0,0.7966666666666667,60.51666666666667,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-28 06:00:00,0.016666666666666666,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3434.3333333333335,39.333333333333336,69.41666666666667,100.0,0.8066666666666666,60.38333333333333,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-28 06:15:00,-0.0033333333333333327,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3486.6666666666665,39.193333333333335,69.60333333333334,100.0,0.8099999999999999,60.42333333333334,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-28 06:30:00,0.01,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3488.6666666666665,38.76666666666667,69.51666666666667,100.0,0.8300000000000001,60.29,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-28 06:45:00,0.01,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3439.0,38.82,69.53666666666666,100.0,0.8333333333333334,60.18,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-28 07:00:00,-0.013333333333333334,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3525.6666666666665,38.596666666666664,69.47,100.0,0.84,60.18666666666667,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-28 07:15:00,0.01,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3459.6666666666665,38.61666666666667,69.48666666666666,100.0,0.8266666666666667,60.16,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-28 07:30:00,0.0033333333333333335,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3568.6666666666665,38.586666666666666,69.49666666666667,100.0,0.8166666666666668,60.083333333333336,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-28 07:45:00,-0.013333333333333334,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3473.6666666666665,38.663333333333334,69.49333333333333,100.0,0.8300000000000001,60.19333333333333,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-28 08:00:00,-0.013333333333333334,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3348.3333333333335,39.07666666666666,69.45666666666666,100.0,0.83,60.48333333333333,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-28 08:15:00,0.013333333333333334,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3443.3333333333335,39.22666666666667,69.52333333333333,100.0,0.8266666666666667,60.56666666666666,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-28 08:30:00,-0.013333333333333334,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3421.0,39.343333333333334,69.53666666666668,100.0,0.8233333333333333,60.6,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-28 08:45:00,-0.006666666666666667,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3264.3333333333335,39.57,69.52666666666666,100.0,0.8466666666666667,60.64666666666667,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-28 09:00:00,-0.023333333333333334,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3536.6666666666665,39.63,69.52333333333333,100.0,0.8533333333333334,60.56,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-28 09:15:00,0.01,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3471.0,39.39666666666667,69.50333333333333,100.0,0.8433333333333333,60.53666666666667,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-28 09:30:00,-0.01,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3468.6666666666665,38.99333333333333,69.43666666666667,100.0,0.8233333333333333,60.22666666666667,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
2025-01-28 09:45:00,-0.02,0.05000000000000001,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,3429.6666666666665,38.663333333333334,69.43333333333334,100.0,0.83,60.15,0.0,,0.0,100.0,2.0,85.0,45.0,5.0
