time,BldgStaticPres,BldgStaticPresSp,ClgPct,ClgStgCmd01,ClgStgCmd02,EconEna,EconEnaSp,EffRmSp,EffSuplAirTempSp,ExhAirDmprFbk,ExhFanSpd,FltAlm,HtgAlm,HtgPct,HtgStgCmd01,HtgStgCmd02,OccCmd,OccStatus,OutAirDmprFbk,OutAirFlow,OutAirTemp,RmTemp,SuplAirHtgSp,SuplAirStaticPres,SuplAirTemp,SuplAirTempAlm,SuplAirTempSp,SuplFanAlm,SuplFanSpd,SuplFanStatus,SuplFanSts,UnoccClgSp,UnoccHtgSp,oppMode
2025-02-11 04:30:00,-0.006666666666666667,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5000.0,39.44,67.98666666666666,100.0,0.3466666666666667,61.28333333333333,0.0,,0.0,100.0,2.0,2.0,85.0,45.0,5.0
2025-02-11 04:45:00,0.0,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5000.0,39.39,68.02999999999999,100.0,0.3433333333333333,61.32333333333333,0.0,,0.0,100.0,2.0,2.0,85.0,45.0,5.0
2025-02-11 05:00:00,0.0,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5000.0,39.45666666666666,68.03,100.0,0.3433333333333333,61.32666666666666,0.0,,0.0,100.0,2.0,2.0,85.0,45.0,5.0
2025-02-11 05:15:00,-0.006666666666666667,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5000.0,39.70666666666667,68.06666666666666,100.0,0.3466666666666667,61.413333333333334,0.0,,0.0,100.0,2.0,2.0,85.0,45.0,5.0
2025-02-11 05:30:00,-0.0033333333333333335,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5000.0,39.589999999999996,68.06333333333333,100.0,0.3433333333333333,61.39666666666667,0.0,,0.0,100.0,2.0,2.0,85.0,45.0,5.0
2025-02-11 05:45:00,0.0,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5000.0,39.47333333333333,68.05666666666667,100.0,0.3466666666666667,61.29333333333333,0.0,,0.0,100.0,2.0,2.0,85.0,45.0,5.0
2025-02-11 06:00:00,-0.006666666666666667,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5000.0,39.36333333333334,68.04333333333334,100.0,0.3433333333333333,61.330000000000005,0.0,,0.0,100.0,2.0,2.0,85.0,45.0,
2025-02-11 06:15:00,-0.006666666666666667,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5000.0,39.32333333333333,68.07333333333334,100.0,0.3433333333333333,61.25,0.0,,0.0,100.0,2.0,2.0,85.0,45.0,
2025-02-11 06:30:00,0.0,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5000.0,39.38333333333333,68.12333333333333,100.0,0.33666666666666667,61.30666666666667,0.0,,0.0,100.0,2.0,2.0,85.0,45.0,
2025-02-11 06:45:00,-0.0033333333333333335,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5000.0,39.306666666666665,68.08333333333333,100.0,0.3466666666666667,61.300000000000004,0.0,,0.0,100.0,2.0,2.0,85.0,45.0,
2025-02-11 07:00:00,-0.0033333333333333335,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5000.0,39.1,68.06666666666666,100.0,0.3466666666666667,61.25666666666666,0.0,,0.0,100.0,2.0,2.0,85.0,45.0,
2025-02-11 07:15:00,0.0,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5000.0,39.199999999999996,68.08333333333333,100.0,0.3433333333333333,61.23333333333333,0.0,,0.0,100.0,2.0,2.0,85.0,45.0,
2025-02-11 07:30:00,0.0,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5000.0,39.07666666666666,68.06,100.0,0.3433333333333333,61.25,0.0,,0.0,100.0,2.0,2.0,85.0,45.0,
2025-02-11 07:45:00,0.0,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5000.0,39.03666666666667,68.12,100.0,0.3433333333333333,61.20333333333334,0.0,,0.0,100.0,2.0,2.0,85.0,45.0,
2025-02-11 08:00:00,0.0,0.08,0.0,1.0,1.0,3.0,75.0,52.0,62.0,25.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,5000.0,39.23666666666667,68.11666666666667,100.0,0.3433333333333333,61.29333333333333,0.0,,0.0,100.0,2.0,2.0,85.0,45.0,
