,time,AirFlow,ClgPct,DmprPos,DschAirTemp,EffAirflowSp,EffOcc,EffSp,HtgPct,OccClgSp,OccCmd,OccHtgSp,RmSp,RmTemp,SaTmp,StbyClgSp,StbyHtgSp,UnoccClgSp,UnoccHtgSp
0,2025-01-27 14:30:00,65.69,0.0,5.5,69.745,63.57,0.0,70.99,30.495,74.0,0.0,70.0,0.0,71.185,0.0,67.0,69.0,85.0,68.0
1,2025-01-27 14:45:00,64.98333333333333,0.0,7.0,68.91666666666667,63.57,0.0,70.99,28.13,74.0,0.0,70.0,0.0,71.23333333333333,0.0,67.0,69.0,85.0,68.0
2,2025-01-27 15:00:00,65.69,0.0,6.833333333333333,67.39,63.57,0.0,70.99,23.65,74.0,0.0,70.0,0.0,71.35000000000001,0.0,67.0,69.0,85.0,68.0
3,2025-01-27 15:15:00,64.98333333333333,0.0,5.666666666666667,66.37,63.57,0.0,70.99,20.32333333333333,74.0,0.0,70.0,0.0,71.36666666666666,0.0,67.0,69.0,85.0,68.0
4,2025-01-27 15:30:00,63.57,0.0,5.333333333333333,65.66000000000001,63.57,0.0,70.99,18.136666666666667,74.0,0.0,70.0,0.0,71.33666666666666,0.0,67.0,69.0,85.0,68.0
5,2025-01-27 15:45:00,64.27666666666666,0.0,6.0,65.11666666666667,63.57,0.0,70.99,16.203333333333333,74.0,0.0,70.0,0.0,71.31333333333333,0.0,67.0,69.0,85.0,68.0
6,2025-01-27 16:00:00,62.156666666666666,0.0,6.333333333333333,65.13666666666667,63.57,0.0,70.99,15.836666666666666,74.0,0.0,70.0,0.0,71.22,0.0,67.0,69.0,85.0,68.0
7,2025-01-27 16:15:00,64.98,0.0,5.833333333333333,65.06333333333333,63.57,0.0,70.99,15.326666666666668,74.0,0.0,70.0,0.0,71.17333333333333,0.0,67.0,69.0,85.0,68.0
8,2025-01-27 16:30:00,64.98333333333333,0.0,5.0,65.49,63.57,0.0,70.99,15.79,74.0,0.0,70.0,0.0,71.1,0.0,67.0,69.0,85.0,68.0
9,2025-01-27 16:45:00,64.98,0.0,5.166666666666667,65.48666666666666,63.57,0.0,70.99,15.07,74.0,0.0,70.0,0.0,71.09333333333332,0.0,67.0,69.0,85.0,68.0
10,2025-01-27 17:00:00,64.27333333333333,0.0,6.0,65.48,63.57,0.0,70.99,14.72,74.0,0.0,70.0,0.0,71.07333333333334,0.0,67.0,69.0,85.0,68.0
11,2025-01-27 17:15:00,64.27666666666666,0.0,4.833333333333333,65.60666666666667,63.57,0.0,70.99,15.306666666666668,74.0,0.0,70.0,0.0,71.02666666666667,0.0,67.0,69.0,85.0,68.0
12,2025-01-27 17:30:00,64.27333333333333,0.0,5.5,66.36666666666666,63.57,0.0,70.99,16.613333333333333,74.0,0.0,70.0,0.0,70.95,0.0,67.0,69.0,85.0,68.0
13,2025-01-27 17:45:00,62.510000000000005,0.0,5.75,66.75999999999999,63.57,0.0,70.99,16.759999999999998,74.0,0.0,70.0,0.0,70.96000000000001,0.0,67.0,69.0,85.0,68.0
14,2025-01-27 18:00:00,,,,,63.57,,70.99,,74.0,,70.0,0.0,,,67.0,69.0,85.0,68.0
15,2025-01-27 18:15:00,,,,,63.57,,70.99,,74.0,,70.0,0.0,,,67.0,69.0,85.0,68.0
16,2025-01-27 18:30:00,63.57,0.0,4.5,66.81,63.57,0.0,70.99,15.36,74.0,0.0,70.0,0.0,70.99,,67.0,69.0,85.0,68.0
17,2025-01-27 18:45:00,62.510000000000005,0.0,4.25,67.44,63.57,0.0,70.99,16.79,74.0,0.0,70.0,0.0,70.96000000000001,,67.0,69.0,85.0,68.0
18,2025-01-27 19:00:00,,,,,63.57,,70.99,,74.0,,70.0,0.0,,,67.0,69.0,85.0,68.0
19,2025-01-27 19:15:00,63.57,0.0,4.0,67.96,63.57,0.0,70.99,17.53,74.0,0.0,70.0,0.0,70.95,,67.0,69.0,85.0,68.0
20,2025-01-27 19:30:00,,,,,63.57,,70.99,,74.0,,70.0,0.0,,,67.0,69.0,85.0,68.0
21,2025-01-27 19:45:00,65.69,0.0,3.0,67.62,63.57,0.0,70.99,17.38,74.0,0.0,70.0,0.0,70.99,,67.0,69.0,85.0,68.0
22,2025-01-27 20:00:00,,,,,63.57,,70.99,,74.0,,70.0,0.0,,,67.0,69.0,85.0,68.0
23,2025-01-27 20:15:00,63.57,0.0,2.0,67.42,63.57,0.0,70.99,16.49,74.0,0.0,70.0,0.0,71.01,,67.0,69.0,85.0,68.0
24,2025-01-27 20:30:00,,,,,63.57,,70.99,,74.0,,70.0,0.0,,,67.0,69.0,85.0,68.0
25,2025-01-27 20:45:00,,,,,63.57,,70.99,,74.0,,70.0,0.0,,,67.0,69.0,85.0,68.0
26,2025-01-27 21:00:00,,,,,63.57,,70.99,,74.0,,70.0,0.0,,,67.0,69.0,85.0,68.0
27,2025-01-27 21:15:00,,,,,63.57,,70.99,,74.0,,70.0,0.0,,,67.0,69.0,85.0,68.0
28,2025-01-27 21:30:00,,,,,63.57,,70.99,,74.0,,70.0,0.0,,,67.0,69.0,85.0,68.0
29,2025-01-27 21:45:00,,,,,63.57,,70.99,,74.0,,70.0,0.0,,,67.0,69.0,85.0,68.0
30,2025-01-27 22:00:00,,,,,63.57,,70.99,,74.0,,70.0,0.0,,,67.0,69.0,85.0,68.0
31,2025-01-27 22:15:00,,,,,63.57,,70.99,,74.0,,70.0,0.0,,,67.0,69.0,85.0,68.0
32,2025-01-27 22:30:00,,,,,63.57,,70.99,,74.0,,70.0,0.0,,,67.0,69.0,85.0,68.0
33,2025-01-27 22:45:00,,,,,63.57,,70.99,,74.0,,70.0,0.0,,,67.0,69.0,85.0,68.0
34,2025-01-27 23:00:00,,,,,63.57,,70.99,,74.0,,70.0,0.0,,,67.0,69.0,85.0,68.0
35,2025-01-27 23:15:00,,,,,63.57,,70.99,,74.0,,70.0,0.0,,,67.0,69.0,85.0,68.0
36,2025-01-27 23:30:00,,,,,63.57,,70.99,,74.0,,70.0,0.0,,,67.0,69.0,85.0,68.0
37,2025-01-27 23:45:00,,,,,63.57,,70.99,,74.0,,70.0,0.0,,,67.0,69.0,85.0,68.0
38,2025-01-28 00:00:00,,,,,63.57,,70.99,,74.0,,70.0,0.0,,,67.0,69.0,85.0,68.0
39,2025-01-28 00:15:00,,,,,63.57,,70.99,,74.0,,70.0,0.0,,,67.0,69.0,85.0,68.0
40,2025-01-28 14:30:00,64.63,0.0,5.0,68.325,63.57,0.0,70.99,20.61,74.0,0.0,70.0,0.0,71.13,,67.0,69.0,85.0,68.0
41,2025-01-28 14:45:00,64.27666666666666,0.0,4.0,68.08666666666666,63.57,0.0,70.99,19.83333333333333,74.0,0.0,70.0,0.0,71.11666666666666,,67.0,69.0,85.0,68.0
42,2025-01-28 15:00:00,64.27666666666666,0.0,5.0,67.93333333333334,63.57,0.0,70.99,18.44,74.0,0.0,70.0,0.0,71.14999999999999,,67.0,69.0,85.0,68.0
43,2025-01-28 15:15:00,63.57,0.0,6.0,67.22666666666667,63.57,0.0,70.99,16.213333333333335,74.0,0.0,70.0,0.0,71.19,,67.0,69.0,85.0,68.0
44,2025-01-28 15:30:00,64.27333333333333,0.0,5.5,67.10000000000001,63.57,0.0,70.99,15.3,74.0,0.0,70.0,0.0,71.16666666666667,,67.0,69.0,85.0,68.0
45,2025-01-28 15:45:00,64.98,0.0,6.0,66.56333333333333,63.57,0.0,70.99,13.366666666666667,74.0,0.0,70.0,0.0,71.19333333333333,,67.0,69.0,85.0,68.0
46,2025-01-28 16:00:00,65.68666666666667,0.0,6.166666666666667,66.14666666666666,63.57,0.0,70.99,11.53,74.0,0.0,70.0,0.0,71.21333333333332,,67.0,69.0,85.0,68.0
47,2025-01-28 16:15:00,63.57,0.0,6.0,66.11666666666666,63.57,0.0,70.99,9.18,74.0,0.0,70.0,0.0,71.24,,67.0,69.0,85.0,68.0
48,2025-01-28 16:30:00,64.27666666666666,0.0,5.5,66.28666666666668,63.57,0.0,70.99,6.743333333333333,74.0,0.0,70.0,0.0,71.26333333333334,,67.0,69.0,85.0,68.0
49,2025-01-28 16:45:00,64.98333333333333,0.0,4.833333333333333,66.46333333333332,63.57,0.0,70.99,2.6133333333333333,74.0,0.0,70.0,0.0,71.35333333333334,,67.0,69.0,85.0,68.0
50,2025-01-28 17:00:00,63.57,0.0,4.5,66.67999999999999,63.57,0.0,70.99,0.0,74.0,0.0,70.0,0.0,71.38,,67.0,69.0,85.0,68.0
51,2025-01-28 17:15:00,64.27666666666666,0.0,5.333333333333333,66.88,63.57,0.0,70.99,0.0,74.0,0.0,70.0,0.0,71.39333333333333,,67.0,69.0,85.0,68.0
52,2025-01-28 17:30:00,64.27666666666666,0.0,6.0,67.16333333333334,63.57,0.0,70.99,0.0,74.0,0.0,70.0,0.0,71.49,,67.0,69.0,85.0,68.0
53,2025-01-28 17:45:00,65.69,0.0,6.0,67.47333333333333,63.57,0.0,70.99,0.0,74.0,0.0,70.0,0.0,71.48333333333333,,67.0,69.0,85.0,68.0
54,2025-01-28 18:00:00,65.68666666666667,0.0,4.833333333333333,67.59666666666666,63.57,0.0,70.99,0.0,74.0,0.0,70.0,0.0,71.47666666666667,,67.0,69.0,85.0,68.0
55,2025-01-28 18:15:00,64.27666666666666,0.0,4.5,67.86666666666666,63.57,0.0,70.99,0.0,74.0,0.0,70.0,0.0,71.49,,67.0,69.0,85.0,68.0
56,2025-01-28 18:30:00,64.98333333333333,0.0,4.333333333333333,68.15333333333332,63.57,0.0,70.99,0.0,74.0,0.0,70.0,0.0,71.51666666666667,,67.0,69.0,85.0,68.0
57,2025-01-28 18:45:00,64.27666666666666,0.0,3.8333333333333335,68.23,63.57,0.0,70.99,0.0,74.0,0.0,70.0,0.0,71.49,,67.0,69.0,85.0,68.0
58,2025-01-28 19:00:00,64.27666666666666,0.0,5.166666666666667,68.40333333333334,63.57,0.0,70.99,0.0,74.0,0.0,70.0,0.0,71.51,,67.0,69.0,85.0,68.0
59,2025-01-28 19:15:00,65.69,0.0,3.8333333333333335,68.66000000000001,63.57,0.0,70.99,0.0,74.0,0.0,70.0,0.0,71.52333333333333,,67.0,69.0,85.0,68.0
