,time,AirFlow,Air_Flow_Diff,ClgPct,DmprPos,DschAirTemp,EffAirflowSp,EffOcc,EffSp,HtgPct,OccClgSp,OccCmd,OccHtgSp,RmSp,RmTemp,Room_Temperature_Diff,SaTmp,StbyClgSp,StbyHtgSp,UnoccClgSp,UnoccHtgSp,VAV_Temperature_Diff,oppMode
1010,2025-02-07 22:15:00,516.3000000000001,4.239999999999952,0.0,86.33333333333333,66.56666666666666,524.7766666666666,0.0,70.47,8.543333333333333,74.0,0.0,73.0,71.0,70.15333333333334,,,64.0,71.0,65.0,65.0,3.009999999999998,0.0
1011,2025-02-07 22:30:00,561.5066666666667,-10.600000000000025,0.0,87.66666666666667,68.24000000000001,558.68,0.0,70.47,15.083333333333334,74.0,0.0,73.0,70.99666666666667,69.97333333333334,,,64.0,71.0,65.0,65.0,3.68,0.0
1012,2025-02-07 22:45:00,593.9966666666667,-10.590000000000032,0.0,89.0,69.72666666666667,587.6333333333333,0.0,70.47,20.87,74.0,0.0,73.0,70.99333333333333,69.89,,,64.0,71.0,65.0,65.0,5.359999999999999,0.0
1013,2025-02-07 23:00:00,610.2366666666667,12.720000000000027,0.0,89.83333333333333,71.23333333333333,616.5966666666667,0.0,70.47,26.39,74.0,0.0,73.0,70.99333333333333,69.84,,,64.0,71.0,65.0,65.0,7.1399999999999935,0.0
1014,2025-02-07 23:15:00,636.37,-6.360000000000014,0.0,90.5,72.47333333333333,637.7833333333333,0.0,70.47,30.406666666666663,74.0,0.0,73.0,70.99333333333333,69.87666666666667,,,64.0,71.0,65.0,65.0,8.410000000000004,0.0
1015,2025-02-07 23:30:00,656.1466666666666,0.0,0.0,91.0,73.20666666666666,649.79,0.0,70.47,32.79333333333333,74.0,0.0,73.0,70.99666666666667,69.96666666666665,,,64.0,71.0,65.0,65.0,9.489999999999997,0.0
1016,2025-02-07 23:45:00,661.09,6.360000000000014,0.0,91.5,74.12333333333333,662.5033333333334,0.0,70.47,35.263333333333335,74.0,0.0,73.0,70.99333333333333,70.02333333333333,,,64.0,71.0,65.0,65.0,10.300000000000004,0.0
1017,2025-02-08 00:00:00,663.21,0.0,0.0,91.66666666666669,74.14333333333333,663.21,0.0,70.47,35.51333333333333,74.0,0.0,73.0,70.99666666666667,70.15666666666668,,,64.0,71.0,65.0,65.0,10.829999999999998,0.0
1018,2025-02-08 00:15:00,661.7933333333334,0.0,0.0,91.66666666666669,74.00666666666666,663.21,0.0,70.47,35.443333333333335,74.0,0.0,73.0,70.99666666666667,70.25,,,64.0,71.0,65.0,65.0,10.830000000000004,0.0
1019,2025-02-08 00:30:00,647.67,6.349999999999909,0.0,91.5,73.51666666666667,655.44,0.0,70.47,33.873333333333335,74.0,0.0,73.0,70.99666666666667,70.39666666666666,,,64.0,71.0,65.0,65.0,11.29,0.0
1020,2025-02-08 00:45:00,643.4333333333333,-6.360000000000014,0.0,91.0,72.54333333333334,642.02,0.0,70.47,31.48333333333333,74.0,0.0,73.0,70.99666666666667,70.52,,,64.0,71.0,65.0,65.0,10.559999999999995,0.0
1021,2025-02-08 01:00:00,643.4366666666666,-2.1200000000000045,0.0,91.5,72.84666666666668,646.9666666666667,0.0,70.47,32.20333333333333,74.0,0.0,73.0,70.99,70.46333333333334,,,64.0,71.0,65.0,65.0,9.849999999999994,0.0
1022,2025-02-08 01:15:00,654.7333333333333,-2.1200000000000045,0.0,91.66666666666669,73.29333333333334,651.91,0.0,70.47,33.28333333333333,74.0,0.0,73.0,70.99666666666667,70.42999999999999,,,64.0,71.0,65.0,65.0,10.300000000000004,0.0
1023,2025-02-08 01:30:00,639.1933333333333,16.950000000000045,0.0,91.66666666666669,72.88,646.9666666666667,0.0,70.47,32.19,74.0,0.0,73.0,70.99,70.48666666666666,,,64.0,71.0,65.0,65.0,10.39,0.0
1024,2025-02-08 01:45:00,633.5466666666666,-8.480000000000018,0.0,91.66666666666669,72.79666666666667,646.26,0.0,70.47,31.953333333333333,74.0,0.0,73.0,70.99666666666667,70.49333333333334,,,64.0,71.0,65.0,65.0,10.339999999999996,0.0
1025,2025-02-08 02:00:00,640.6066666666667,-10.600000000000025,0.0,92.16666666666669,72.61999999999999,644.8466666666667,0.0,70.47,31.83333333333333,74.0,0.0,73.0,71.0,70.5,,,64.0,71.0,65.0,65.0,10.190000000000005,0.0
1026,2025-02-08 02:15:00,640.61,-8.480000000000018,0.0,92.33333333333331,72.56666666666666,646.9666666666667,0.0,70.47,32.11000000000001,74.0,0.0,73.0,70.99666666666667,70.47666666666667,,,64.0,71.0,65.0,65.0,10.079999999999998,0.0
1027,2025-02-08 02:30:00,644.85,-14.83000000000004,0.0,92.5,72.73666666666666,646.26,0.0,70.47,32.27,74.0,0.0,73.0,70.99,70.47,,,64.0,71.0,65.0,65.0,10.220000000000006,0.0
1028,2025-02-08 02:45:00,650.5,-12.710000000000036,0.0,92.5,72.73666666666666,645.5533333333333,0.0,70.47,32.13,74.0,0.0,73.0,70.99666666666667,70.48,,,64.0,71.0,65.0,65.0,10.199999999999996,0.0
1029,2025-02-08 03:00:00,651.91,4.240000000000009,0.0,92.83333333333331,72.92666666666666,646.9666666666667,0.0,70.47,32.406666666666666,74.0,0.0,73.0,70.99333333333333,70.46333333333332,,,64.0,71.0,65.0,65.0,10.22,0.0
1030,2025-02-08 03:15:00,656.15,2.1200000000000045,0.0,93.0,73.01333333333334,648.38,0.0,70.47,32.513333333333335,74.0,0.0,73.0,70.99333333333333,70.46,,,64.0,71.0,65.0,65.0,10.560000000000002,0.0
1031,2025-02-08 03:30:00,642.7266666666666,4.240000000000009,0.0,92.83333333333331,72.98333333333333,647.6733333333333,0.0,70.47,32.38999999999999,74.0,0.0,73.0,70.99666666666667,70.47,,,64.0,71.0,65.0,65.0,10.409999999999997,0.0
1032,2025-02-08 03:45:00,654.7333333333333,-2.1200000000000045,0.0,92.83333333333331,72.87666666666667,646.26,0.0,70.47,32.13666666666666,74.0,0.0,73.0,70.99333333333333,70.48,,,64.0,71.0,65.0,65.0,10.400000000000006,0.0
1033,2025-02-08 04:00:00,656.1466666666666,12.710000000000036,0.0,93.0,72.75,644.14,0.0,70.47,31.91,74.0,0.0,73.0,70.99333333333333,70.48666666666666,,,64.0,71.0,65.0,65.0,10.179999999999993,0.0
