,time,AirFlow,ClgPct,DmprPos,DschAirTemp,EffAirflowSp,EffOcc,EffSp,HtgPct,OccClgSp,OccCmd,OccHtgSp,RmCo2,RmSp,RmTemp,SaTemp,StbyClgSp,StbyHtgSp,SuplFanCmd,SuplFanState,UnoccClgSp,UnoccHtgSp,oppMode
91,2025-01-29 03:15:00,841.9033333333333,0.0,100.0,87.98666666666666,1765.03,0.0,70.0,100.0,74.0,0.0,70.0,0.0,72.0,69.65333333333332,,67.0,69.0,1.0,-1.0,68.0,68.0,
92,2025-01-29 03:30:00,834.1333333333333,0.0,100.0,88.28666666666668,1765.03,0.0,70.0,100.0,74.0,0.0,70.0,0.0,72.0,69.64,,67.0,69.0,1.0,-1.0,68.0,68.0,
93,2025-01-29 03:45:00,834.1333333333333,0.0,100.0,88.27,1765.03,0.0,70.0,100.0,74.0,0.0,70.0,0.0,72.0,69.66666666666667,,67.0,69.0,1.0,-1.0,68.0,68.0,
94,2025-01-29 04:00:00,829.8933333333334,0.0,100.0,88.34666666666665,1765.03,0.0,70.0,100.0,74.0,0.0,70.0,0.0,72.0,69.67999999999999,,67.0,69.0,1.0,-1.0,68.0,68.0,
95,2025-01-29 04:15:00,836.25,0.0,100.0,88.14999999999999,1765.03,0.0,70.0,100.0,74.0,0.0,70.0,0.0,72.0,69.64,,67.0,69.0,1.0,-1.0,68.0,68.0,
96,2025-01-29 04:30:00,832.7199999999999,0.0,100.0,88.04666666666667,1765.03,0.0,70.0,100.0,74.0,0.0,70.0,0.0,72.0,69.64333333333333,,67.0,69.0,1.0,-1.0,68.0,68.0,
97,2025-01-29 04:45:00,829.1899999999999,0.0,100.0,88.08,1765.03,0.0,70.0,100.0,74.0,0.0,70.0,0.0,72.0,69.74666666666666,,67.0,69.0,1.0,-1.0,68.0,68.0,
98,2025-01-29 05:00:00,817.89,0.0,100.0,88.51,1765.03,0.0,70.0,100.0,74.0,0.0,70.0,0.0,72.0,69.71,,67.0,69.0,1.0,-1.0,68.0,68.0,
99,2025-01-29 05:15:00,802.3466666666667,0.0,100.0,88.69333333333333,1765.03,0.0,70.0,100.0,74.0,0.0,70.0,0.0,72.0,69.69666666666666,,67.0,69.0,1.0,-1.0,68.0,68.0,
100,2025-01-29 05:30:00,779.75,0.0,100.0,88.82666666666667,1765.03,0.0,70.0,100.0,74.0,0.0,70.0,0.0,72.0,69.71,,67.0,69.0,1.0,-1.0,68.0,68.0,
