,time,AirFlow,ClgPct,Cooling_Stg_Cmd,DmprPos,DschAirTemp,EffAirflowSp,EffOcc,EffSp,Heating_Stg_Cmd,HtgPct,OccClgSp,OccCmd,OccHtgSp,RmCo2,RmSp,RmTemp,SaTmp,StbyClgSp,StbyHtgSp,UnoccClgSp,UnoccHtgSp,oppMode
105,2025-01-29 06:45:00,656.1466666666666,0.0,,45.833333333333336,99.72,650.5,0.0,77.99,,100.0,74.0,0.0,70.0,431.3333333333333,0.0,70.95,,67.0,69.0,85.0,68.0,
106,2025-01-29 07:00:00,646.9633333333333,0.0,,45.5,99.73,650.5,0.0,77.99,,100.0,74.0,0.0,70.0,421.3333333333333,0.0,70.95,,67.0,69.0,85.0,68.0,
107,2025-01-29 07:15:00,647.6733333333333,0.0,,45.5,99.65,650.5,0.0,77.99,,100.0,74.0,0.0,70.0,416.6666666666667,0.0,70.95,,67.0,69.0,85.0,68.0,
108,2025-01-29 07:30:00,649.7933333333334,0.0,,45.5,99.53333333333336,650.5,0.0,77.99,,100.0,74.0,0.0,70.0,431.3333333333333,0.0,70.95,,67.0,69.0,85.0,68.0,
109,2025-01-29 07:45:00,649.79,0.0,,45.5,99.56,650.5,0.0,77.99,,100.0,74.0,0.0,70.0,438.6666666666667,0.0,71.05333333333333,,67.0,69.0,85.0,68.0,
110,2025-01-29 08:00:00,652.6166666666667,0.0,,45.5,99.65666666666668,650.5,0.0,77.99,,100.0,74.0,0.0,70.0,430.0,0.0,70.95666666666666,,67.0,69.0,85.0,68.0,
111,2025-01-29 08:15:00,651.2066666666666,0.0,,45.5,99.73333333333332,650.5,0.0,77.99,,100.0,74.0,0.0,70.0,422.6666666666667,0.0,70.95,,67.0,69.0,85.0,68.0,
112,2025-01-29 08:30:00,651.9133333333333,0.0,,45.5,99.66666666666669,650.5,0.0,77.99,,100.0,74.0,0.0,70.0,464.6666666666667,0.0,71.02999999999999,,67.0,69.0,85.0,68.0,
113,2025-01-29 08:45:00,648.38,0.0,,45.5,99.53666666666668,650.5,0.0,77.99,,100.0,74.0,0.0,70.0,455.0,0.0,70.98,,67.0,69.0,85.0,68.0,
114,2025-01-29 09:00:00,639.9,0.0,,45.5,99.63,650.5,0.0,77.99,,100.0,74.0,0.0,70.0,424.6666666666667,0.0,70.96333333333332,,67.0,69.0,85.0,68.0,
115,2025-01-29 09:15:00,650.4966666666667,0.0,,45.5,99.53666666666668,650.5,0.0,77.99,,100.0,74.0,0.0,70.0,441.6666666666667,0.0,70.95,,67.0,69.0,85.0,68.0,
116,2025-01-29 09:30:00,644.8466666666667,0.0,,45.833333333333336,99.58333333333331,650.5,0.0,77.99,,100.0,74.0,0.0,70.0,426.0,0.0,70.95,,67.0,69.0,85.0,68.0,
117,2025-01-29 09:45:00,646.26,0.0,,46.0,99.44666666666669,650.5,0.0,77.99,,100.0,74.0,0.0,70.0,434.3333333333333,0.0,70.95,,67.0,69.0,85.0,68.0,
118,2025-01-29 10:00:00,651.91,0.0,,46.0,99.30666666666666,650.5,0.0,77.99,,100.0,74.0,0.0,70.0,425.3333333333333,0.0,70.95666666666666,,67.0,69.0,85.0,68.0,
119,2025-01-29 10:15:00,654.7333333333333,0.0,,46.0,99.24333333333334,650.5,0.0,77.99,,100.0,74.0,0.0,70.0,443.0,0.0,70.97,,67.0,69.0,85.0,68.0,
120,2025-01-29 10:30:00,648.3766666666667,0.0,,46.0,99.23,650.5,0.0,77.99,,100.0,74.0,0.0,70.0,451.6666666666667,0.0,70.95666666666666,,67.0,69.0,85.0,68.0,
121,2025-01-29 10:45:00,652.6133333333333,0.0,,45.66666666666666,99.1,650.5,0.0,77.99,,100.0,74.0,0.0,70.0,437.3333333333333,0.0,70.95,,67.0,69.0,85.0,68.0,
