,time,AirFlow,ClgPct,DmprPos,DschAirTemp,EffAirflowSp,EffOcc,EffSp,HtgPct,OccClgSp,OccCmd,OccHtgSp,RmSp,RmTemp,SaTmp,StbyClgSp,StbyHtgSp,UnoccClgSp,UnoccHtgSp,oppMode
95,2025-01-29 04:15:00,64.27666666666666,0.0,44.833333333333336,67.38333333333333,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,70.49,,67.0,69.0,85.0,55.0,
96,2025-01-29 04:30:00,64.98,0.0,45.0,67.31666666666666,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,70.45666666666666,,67.0,69.0,85.0,55.0,
97,2025-01-29 04:45:00,65.68666666666667,0.0,45.16666666666666,67.31,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,70.39666666666666,,67.0,69.0,85.0,55.0,
98,2025-01-29 05:00:00,63.57,0.0,44.833333333333336,67.2,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,70.39,,67.0,69.0,85.0,55.0,
99,2025-01-29 05:15:00,63.56666666666666,0.0,44.66666666666666,67.01666666666667,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,70.39,,67.0,69.0,85.0,55.0,
100,2025-01-29 05:30:00,61.45,0.0,45.333333333333336,66.87333333333333,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,70.38333333333333,,67.0,69.0,85.0,55.0,
101,2025-01-29 05:45:00,66.39333333333333,0.0,45.333333333333336,66.73333333333333,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,70.37333333333333,,67.0,69.0,85.0,55.0,
102,2025-01-29 06:00:00,65.69,0.0,45.833333333333336,66.51666666666667,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,70.35333333333334,,67.0,69.0,85.0,55.0,
103,2025-01-29 06:15:00,65.68666666666667,0.0,45.833333333333336,66.53333333333333,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,70.26333333333334,,67.0,69.0,85.0,55.0,
104,2025-01-29 06:30:00,63.57,0.0,46.0,66.54666666666667,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,70.26333333333334,,67.0,69.0,85.0,55.0,
105,2025-01-29 06:45:00,64.27666666666666,0.0,45.66666666666666,66.54666666666667,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,70.25,,67.0,69.0,85.0,55.0,
106,2025-01-29 07:00:00,64.98333333333333,0.0,45.66666666666666,66.48333333333333,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,70.25,,67.0,69.0,85.0,55.0,
107,2025-01-29 07:15:00,64.98,0.0,45.333333333333336,66.50333333333333,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,70.24333333333334,,67.0,69.0,85.0,55.0,
108,2025-01-29 07:30:00,64.27666666666666,0.0,46.16666666666666,66.45666666666666,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,70.21666666666665,,67.0,69.0,85.0,55.0,
109,2025-01-29 07:45:00,63.57,0.0,45.333333333333336,66.48333333333333,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,70.21,,67.0,69.0,85.0,55.0,
110,2025-01-29 08:00:00,64.27666666666666,0.0,45.16666666666666,66.48333333333333,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,70.19333333333334,,67.0,69.0,85.0,55.0,
111,2025-01-29 08:15:00,64.27666666666666,0.0,45.66666666666666,66.49333333333333,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,70.14,,67.0,69.0,85.0,55.0,
112,2025-01-29 08:30:00,64.27666666666666,0.0,45.833333333333336,66.52666666666666,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,70.12,,67.0,69.0,85.0,55.0,
113,2025-01-29 08:45:00,64.98,0.0,46.0,66.49,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,70.12,,67.0,69.0,85.0,55.0,
114,2025-01-29 09:00:00,62.86333333333334,0.0,46.333333333333336,66.45333333333333,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,70.12,,67.0,69.0,85.0,55.0,
115,2025-01-29 09:15:00,64.98,0.0,45.66666666666666,66.36666666666667,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,70.12,,67.0,69.0,85.0,55.0,
116,2025-01-29 09:30:00,64.98333333333333,0.0,46.833333333333336,66.38,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,70.11666666666667,,67.0,69.0,85.0,55.0,
117,2025-01-29 09:45:00,62.86333333333334,0.0,46.333333333333336,66.35333333333334,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,70.11333333333333,,67.0,69.0,85.0,55.0,
118,2025-01-29 10:00:00,64.27666666666666,0.0,46.333333333333336,66.32000000000001,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,70.11,,67.0,69.0,85.0,55.0,
119,2025-01-29 10:15:00,65.68333333333334,0.0,46.16666666666666,66.23666666666666,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,70.11,,67.0,69.0,85.0,55.0,
120,2025-01-29 10:30:00,64.98333333333333,0.0,45.833333333333336,66.15666666666667,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,70.11,,67.0,69.0,85.0,55.0,
121,2025-01-29 10:45:00,64.27666666666666,0.0,46.16666666666666,66.05333333333334,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,70.09666666666668,,67.0,69.0,85.0,55.0,
122,2025-01-29 11:00:00,63.56666666666666,0.0,46.0,66.00666666666666,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,70.08333333333333,,67.0,69.0,85.0,55.0,
123,2025-01-29 11:15:00,65.69,0.0,46.0,65.93,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,70.06333333333333,,67.0,69.0,85.0,55.0,
124,2025-01-29 11:30:00,65.69,0.0,46.0,65.85333333333334,63.57,0.0,70.0,0.0033333333333333,74.0,0.0,70.0,0.0,70.00666666666666,,67.0,69.0,85.0,55.0,
125,2025-01-29 11:45:00,63.57,0.0,46.0,65.78666666666668,63.57,0.0,70.0,0.1933333333333333,74.0,0.0,70.0,0.0,69.98666666666666,,67.0,69.0,85.0,55.0,
126,2025-01-29 12:00:00,64.98333333333333,0.0,45.833333333333336,65.74333333333334,63.57,0.0,70.0,0.26,74.0,0.0,70.0,0.0,69.98,,67.0,69.0,85.0,55.0,
127,2025-01-29 12:15:00,63.56999999999999,0.0,46.0,65.71333333333332,63.57,0.0,70.0,0.4233333333333333,74.0,0.0,70.0,0.0,69.98,,67.0,69.0,85.0,55.0,
128,2025-01-29 12:30:00,64.98333333333333,0.0,47.0,65.60666666666667,63.57,0.0,70.0,0.7866666666666666,74.0,0.0,70.0,0.0,69.98,,67.0,69.0,85.0,55.0,
129,2025-01-29 12:45:00,64.27666666666666,0.0,46.16666666666666,65.59333333333333,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,70.42666666666666,,67.0,69.0,85.0,55.0,
130,2025-01-29 13:00:00,64.27666666666666,0.0,46.66666666666666,65.64666666666666,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,70.93666666666667,,67.0,69.0,85.0,55.0,
131,2025-01-29 13:15:00,64.27666666666666,0.0,46.16666666666666,65.71333333333332,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,71.27,,67.0,69.0,85.0,55.0,
132,2025-01-29 13:30:00,65.69,0.0,46.333333333333336,65.87666666666667,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,71.57666666666667,,67.0,69.0,85.0,55.0,
133,2025-01-29 13:45:00,64.98333333333333,0.0,45.66666666666666,66.09666666666666,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,71.66666666666667,,67.0,69.0,85.0,55.0,
134,2025-01-29 14:00:00,64.98333333333333,0.0,45.66666666666666,66.27666666666666,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,71.70333333333333,,67.0,69.0,85.0,55.0,
135,2025-01-29 14:15:00,65.68666666666667,0.0,45.333333333333336,66.47,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,71.68666666666667,,67.0,69.0,85.0,55.0,
136,2025-01-29 14:30:00,66.39333333333333,0.0,46.0,66.73333333333333,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,71.98333333333333,,67.0,69.0,85.0,55.0,
137,2025-01-29 14:45:00,65.68666666666667,0.0,45.333333333333336,66.82333333333334,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,72.13666666666667,,67.0,69.0,85.0,55.0,
138,2025-01-29 15:00:00,64.98,0.0,45.333333333333336,67.13,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,72.37,,67.0,69.0,85.0,55.0,
139,2025-01-29 15:15:00,65.68666666666667,0.0,44.833333333333336,67.18333333333334,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,72.51,,67.0,69.0,85.0,55.0,
140,2025-01-29 15:30:00,63.56999999999999,0.0,45.0,67.37666666666667,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,72.70333333333333,,67.0,69.0,85.0,55.0,
141,2025-01-29 15:45:00,62.86333333333334,0.0,45.16666666666666,67.37666666666667,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,73.04,,67.0,69.0,85.0,55.0,
142,2025-01-29 16:00:00,64.27666666666666,0.0,44.5,67.64333333333333,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,73.16666666666667,,67.0,69.0,85.0,55.0,
143,2025-01-29 16:15:00,64.27666666666666,0.0,44.833333333333336,67.63666666666667,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,72.96,,67.0,69.0,85.0,55.0,
144,2025-01-29 16:30:00,64.27666666666666,0.0,44.0,67.92,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,72.93666666666667,,67.0,69.0,85.0,55.0,
145,2025-01-29 16:45:00,63.57,0.0,43.833333333333336,68.12666666666667,63.57,0.0,70.0,0.0,74.0,0.0,70.0,0.0,72.95666666666666,,67.0,69.0,85.0,55.0,
